Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.76
moral,0.81,0.77,0.46,0.08
verw,0.9,0.8,0.49,0.0
sparkont,1.0,1.0,0.99,0.82
beszeit,0.95,0.94,0.8,0.22
rate,0.9,0.9,0.7,0.23
famges,1.0,1.0,0.99,0.77
buerge,0.36,0.43,0.16,0.04
wohnzeit,0.95,0.95,0.82,0.39
verm,1.0,1.0,1.0,0.88
weitkred,0.52,0.57,0.27,0.06
wohn,1.0,1.0,0.99,0.84
bishkred,0.67,0.6,0.33,0.03
beruf,0.71,0.68,0.37,0.02
pers,0.61,0.7,0.44,0.23
telef,0.97,0.98,0.94,0.69
gastarb,0.99,0.99,0.98,0.8
kredit,0.88,0.91,0.79,0.49
