laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
3 21 2 9 2627 5 5 4 3 1 2 2 41 1 2 1 2 1 1 2 0
2 24 2 0 1344 3 2 3 2 1 3 1 25 3 3 1 2 2 2 2 0
4 24 4 1 1566 2 5 4 1 3 3 2 40 3 2 2 3 1 1 2 1
2 18 1 9 5833 5 3 2 3 1 2 2 30 3 2 1 3 2 2 1 1
3 36 2 9 8274 1 3 3 3 1 2 2 30 3 1 1 3 2 1 1 1
4 24 4 0 1294 1 5 4 4 1 4 1 37 3 2 2 4 2 2 1 1
3 15 2 1 4608 2 3 3 3 1 2 2 40 3 3 1 4 2 2 2 0
2 12 2 0 753 5 2 4 1 1 1 2 22 3 1 1 3 2 1 2 0
2 48 4 1 3507 2 5 4 3 1 2 3 30 1 2 1 3 2 1 2 1
4 15 4 1 3349 3 4 3 3 1 4 4 23 3 3 2 3 2 2 1 1
1 48 2 3 8603 3 4 1 2 1 2 2 24 3 2 1 3 2 1 2 1
2 12 4 5 929 1 4 3 3 3 3 1 47 1 2 2 2 1 1 2 1
3 36 1 2 5463 1 4 4 3 1 2 2 29 3 3 1 3 2 1 1 0
2 24 4 1 2826 4 5 4 4 1 4 4 63 3 2 2 1 2 2 2 1
1 12 2 0 759 1 5 4 2 1 4 1 26 3 1 1 3 2 2 1 0
2 54 0 9 16257 1 5 3 3 1 4 4 58 1 1 1 3 2 2 1 0
4 12 2 2 801 5 3 4 2 1 1 1 26 3 1 1 3 2 1 2 1
4 18 4 0 2816 2 4 2 1 1 2 4 31 1 2 2 4 1 1 2 0
3 15 2 9 2336 3 3 2 1 1 3 2 27 1 2 2 3 2 1 2 0
4 6 4 0 351 3 3 4 2 1 4 3 52 3 2 2 2 2 1 1 1
1 12 4 3 2222 1 2 2 2 1 3 4 60 3 2 2 3 2 1 2 0
4 36 3 0 7524 2 3 2 3 1 2 2 54 3 1 2 3 2 1 1 1
3 24 2 1 5182 2 1 2 3 1 4 4 26 3 1 1 4 2 2 2 1
