Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.77,0.72,0.4,0.06
verw,0.9,0.79,0.47,0.02
sparkont,1.0,0.99,0.98,0.7
beszeit,0.95,0.93,0.79,0.19
rate,0.9,0.91,0.7,0.29
famges,0.99,0.99,0.97,0.65
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.92,0.92,0.75,0.3
verm,1.0,1.0,1.0,0.86
weitkred,0.47,0.5,0.23,0.02
wohn,1.0,1.0,0.99,0.8
bishkred,0.67,0.59,0.33,0.01
beruf,0.75,0.72,0.43,0.03
pers,0.44,0.55,0.29,0.15
telef,0.95,0.96,0.91,0.64
gastarb,0.98,0.99,0.97,0.78
kredit,0.78,0.84,0.64,0.36
