Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.97,0.89,0.4
moral,0.8,0.76,0.45,0.08
verw,0.9,0.78,0.49,0.01
sparkont,0.98,0.98,0.9,0.52
beszeit,0.95,0.93,0.8,0.18
rate,0.9,0.9,0.69,0.28
famges,0.96,0.96,0.85,0.43
buerge,0.27,0.35,0.11,0.05
wohnzeit,0.93,0.93,0.78,0.35
verm,0.99,0.99,0.97,0.69
weitkred,0.5,0.56,0.25,0.06
wohn,0.76,0.8,0.51,0.21
bishkred,0.7,0.63,0.36,0.03
beruf,0.74,0.71,0.41,0.03
pers,0.6,0.69,0.43,0.22
telef,0.97,0.98,0.94,0.69
gastarb,0.28,0.38,0.16,0.08
kredit,0.83,0.88,0.72,0.42
