Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.75
moral,0.79,0.76,0.43,0.09
verw,0.9,0.8,0.52,0.02
sparkont,1.0,1.0,0.98,0.7
beszeit,0.93,0.89,0.72,0.06
rate,0.93,0.93,0.77,0.3
famges,0.99,0.99,0.96,0.63
buerge,0.29,0.38,0.12,0.06
wohnzeit,0.92,0.91,0.73,0.27
verm,1.0,1.0,0.99,0.85
weitkred,0.56,0.6,0.29,0.07
wohn,0.99,0.99,0.98,0.77
bishkred,0.68,0.61,0.34,0.01
beruf,0.69,0.68,0.36,0.02
pers,0.64,0.72,0.47,0.25
telef,0.96,0.97,0.93,0.68
gastarb,0.98,0.99,0.97,0.78
kredit,0.91,0.93,0.83,0.54
