29, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
56, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,40, Iran, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, England, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
54, Private, 5th-6th, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,50, El-Salvador, >50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,48, Ecuador, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,10, Yugoslavia, <=50K
50, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,52, Dominican-Republic, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,15, Scotland, <=50K
41, Private, 12th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,25, Scotland, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,42, Iran, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,7687,0,35, Mexico, >50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,30, Canada, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,65, Cuba, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,48, Philippines, >50K
63, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,96, Vietnam, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,37, Columbia, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Yugoslavia, >50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
53, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,4044,0,40, Yugoslavia, <=50K
24, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,32, Ecuador, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,25, Italy, <=50K
69, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,3325,0,40, Trinadad&Tobago, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,1977,45, China, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, Dominican-Republic, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,48, Germany, <=50K
43, Private, HS-grad, Widowed, Craft-repair, Husband, Black, Female,0,0,50, Cambodia, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,54, Canada, >50K
21, State-gov, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,25, Thailand, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,50, El-Salvador, >50K
