Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.73
moral,0.8,0.76,0.44,0.08
verw,0.9,0.8,0.46,0.03
sparkont,1.0,1.0,1.0,0.84
beszeit,0.95,0.93,0.78,0.18
rate,0.9,0.9,0.69,0.3
famges,1.0,0.99,0.98,0.72
buerge,0.23,0.31,0.09,0.03
wohnzeit,0.92,0.91,0.74,0.3
verm,1.0,1.0,0.99,0.83
weitkred,0.49,0.53,0.24,0.05
wohn,1.0,1.0,1.0,0.88
bishkred,0.64,0.56,0.31,0.01
beruf,0.71,0.69,0.39,0.02
pers,0.54,0.64,0.37,0.19
telef,0.97,0.98,0.93,0.69
gastarb,0.99,0.99,0.98,0.82
kredit,0.81,0.86,0.68,0.39
