Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.82
moral,0.81,0.78,0.46,0.1
verw,0.91,0.81,0.52,0.03
sparkont,1.0,1.0,0.99,0.85
beszeit,0.95,0.93,0.78,0.21
rate,0.91,0.92,0.73,0.32
famges,1.0,1.0,0.99,0.78
buerge,0.3,0.38,0.12,0.04
wohnzeit,0.93,0.92,0.76,0.32
verm,1.0,1.0,0.99,0.82
weitkred,0.55,0.61,0.29,0.09
wohn,1.0,1.0,1.0,0.92
bishkred,0.67,0.59,0.33,0.03
beruf,0.75,0.74,0.43,0.05
pers,0.6,0.69,0.43,0.22
telef,0.98,0.99,0.96,0.76
gastarb,1.0,1.0,0.99,0.87
kredit,0.85,0.89,0.74,0.45
