Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.76,0.17
moral,0.79,0.75,0.43,0.09
verw,0.9,0.79,0.5,0.0
sparkont,0.69,0.68,0.31,0.05
beszeit,0.96,0.94,0.81,0.26
rate,0.95,0.95,0.83,0.43
famges,0.76,0.74,0.45,0.09
buerge,0.34,0.42,0.14,0.06
wohnzeit,0.94,0.93,0.78,0.31
verm,0.98,0.98,0.92,0.47
weitkred,0.51,0.56,0.26,0.06
wohn,0.73,0.76,0.47,0.17
bishkred,0.67,0.6,0.34,0.03
beruf,0.72,0.69,0.39,0.01
pers,0.64,0.72,0.47,0.25
telef,0.97,0.98,0.94,0.69
gastarb,0.24,0.34,0.14,0.07
kredit,0.85,0.89,0.74,0.44
