laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
2 36 2 3 9405 4 2 1 3 1 4 3 28 3 2 1 4 2 2 2 0
3 10 1 0 1312 5 3 4 3 1 1 2 27 3 3 1 2 1 1 2 0
3 24 3 3 1026 2 5 4 1 3 4 1 49 3 2 2 3 2 1 2 0
1 60 0 9 6837 4 5 3 3 1 3 2 62 3 3 2 3 2 2 1 0
2 7 2 3 762 1 5 4 4 3 2 2 44 3 1 1 3 2 1 1 1
4 15 4 0 1473 1 5 4 4 1 4 3 35 3 2 2 3 2 2 1 1
2 12 1 2 2719 5 3 4 3 1 1 1 25 3 3 1 3 2 2 2 0
4 36 4 1 10312 5 1 3 1 1 4 3 42 3 1 2 3 2 2 2 1
2 12 2 0 1337 1 5 4 2 1 1 3 26 1 1 1 3 2 1 2 1
3 12 4 0 3446 3 3 4 3 3 4 4 35 3 3 1 2 1 1 1 1
1 12 2 3 1274 1 2 3 2 1 3 1 38 3 2 1 2 2 1 2 0
3 42 4 9 3414 1 5 4 2 1 4 3 65 3 2 2 3 2 1 2 1
3 18 1 2 2829 1 3 2 3 1 1 1 34 3 2 1 2 1 1 1 0
2 24 2 0 7294 3 3 2 3 1 4 4 43 3 1 1 2 1 1 2 1
1 18 4 3 1053 1 5 3 1 3 3 1 30 1 1 2 3 2 1 1 0
2 24 2 0 1258 1 2 4 4 1 2 3 23 1 2 1 2 2 1 1 0
4 24 4 3 2686 4 3 4 3 1 2 1 35 3 1 2 2 2 1 2 1
3 12 2 2 1747 1 3 3 1 1 2 3 27 3 2 1 3 2 1 2 1
4 12 2 1 2381 4 4 1 2 1 4 3 26 3 2 1 3 2 2 2 1
4 18 4 9 2145 2 3 4 3 1 3 3 28 1 2 1 3 2 2 1 0
1 18 4 2 6416 1 1 2 2 1 1 3 41 3 2 1 4 2 2 2 1
4 12 4 0 2187 1 3 2 3 1 2 3 36 3 1 2 3 2 2 1 1
2 18 4 2 7344 2 2 2 3 1 4 3 40 3 2 2 4 2 2 2 0
2 48 0 3 10869 2 4 1 3 1 2 3 27 1 2 1 3 2 1 1 0
4 15 2 3 1246 2 4 4 2 1 1 4 36 3 2 4 3 2 2 2 1
1 18 2 2 3605 5 2 2 4 1 4 3 22 3 1 1 3 2 1 2 1
1 36 4 9 10892 1 3 2 1 1 2 3 44 3 2 2 3 1 2 2 1
2 12 2 0 3600 1 5 2 3 1 3 2 45 3 3 1 4 1 2 1 1
2 10 2 0 7298 1 1 2 3 2 4 4 70 3 3 1 4 2 2 2 1
1 24 3 3 1533 3 5 4 3 3 4 1 24 1 2 1 3 1 1 1 0
2 15 4 2 958 1 3 2 3 1 4 1 25 3 2 2 3 2 1 2 1
1 12 2 3 627 4 2 4 2 3 3 1 26 1 2 1 3 2 1 2 0
2 12 4 3 590 1 3 2 2 1 4 1 20 3 1 1 3 2 1 2 1
4 24 2 3 3357 3 5 3 4 1 2 3 31 3 2 1 3 1 2 2 1
1 21 4 2 3385 1 2 2 3 1 1 4 26 3 2 2 3 2 1 2 0
2 24 2 3 3185 3 5 3 2 1 2 4 36 3 3 1 4 2 2 1 1
1 9 2 6 1193 1 5 4 3 1 4 2 67 3 3 1 1 2 2 2 1
2 45 2 2 10929 1 2 1 2 1 1 1 35 3 1 1 4 2 2 1 0
4 12 4 3 718 1 5 4 2 1 4 1 52 3 2 2 3 2 1 1 1
1 6 1 2 427 1 2 2 4 1 4 4 49 1 2 1 3 2 2 1 1
4 18 4 3 3867 5 2 1 4 1 1 3 35 3 2 2 3 2 2 2 1
2 6 4 0 349 1 3 4 2 1 4 1 52 3 3 2 2 2 1 2 1
1 15 1 0 3335 1 3 4 3 1 2 4 28 3 1 1 3 2 2 2 1
2 15 4 2 4843 1 5 1 2 1 4 1 58 3 1 3 3 2 2 2 1
4 36 2 2 9128 4 2 4 3 1 4 3 29 1 2 1 4 2 2 2 0
2 36 2 0 2231 1 4 2 3 1 3 3 32 3 2 2 3 1 2 2 1
1 24 2 2 7687 1 2 1 2 1 2 2 30 2 2 1 4 2 2 2 1
4 18 4 0 1002 1 3 4 2 3 3 1 36 2 1 2 2 2 1 2 1
3 15 2 3 3537 1 2 4 1 1 2 4 54 3 3 1 4 2 2 2 1
1 24 1 2 6841 1 2 4 1 1 1 2 54 1 1 1 3 2 2 2 0
1 18 3 0 3334 3 1 2 3 1 4 3 37 3 2 1 4 2 2 2 1
1 9 2 2 2273 1 2 1 2 1 1 3 22 3 3 1 3 2 1 1 1
4 24 2 1 1904 2 3 4 4 1 4 4 29 3 1 1 4 2 2 2 1
2 30 2 2 2405 1 3 2 2 1 4 1 23 3 1 1 3 2 1 2 0
4 36 3 1 8077 5 2 4 4 1 4 3 27 3 1 2 3 2 2 1 0
1 30 0 2 4508 1 3 2 3 3 2 2 32 3 2 1 3 2 1 2 1
1 36 3 0 2994 3 1 4 3 1 3 3 30 3 3 1 3 2 1 2 1
4 18 4 3 1240 1 3 4 4 1 2 3 33 3 2 1 3 2 1 2 0
1 36 4 0 2763 1 2 4 2 1 1 3 27 3 2 2 3 2 1 2 0
4 36 4 3 4528 5 3 1 2 1 4 3 34 3 2 2 3 2 1 2 1
1 18 2 2 3977 1 3 2 1 1 2 2 42 3 2 1 3 2 1 2 1
1 10 2 6 1240 3 5 4 2 1 4 4 48 3 2 1 2 2 1 2 0
4 24 3 9 4526 4 3 4 3 1 2 2 34 3 2 2 3 2 2 2 1
4 36 2 10 15841 1 2 2 3 1 3 2 44 2 3 1 4 2 1 1 0
1 12 2 4 743 1 4 4 2 1 2 2 26 3 3 1 3 2 1 2 1
3 12 2 3 2991 4 4 2 4 1 1 1 27 3 3 1 3 2 1 2 1
4 24 2 0 1378 1 3 2 1 1 2 1 31 3 2 1 3 2 1 2 1
2 12 4 3 3531 1 2 1 4 1 1 1 23 3 1 1 2 2 1 2 1
2 18 2 3 1347 1 3 3 4 1 3 1 26 3 1 1 3 2 1 1 0
1 9 4 3 1132 1 3 1 1 1 4 1 25 3 2 1 2 2 1 2 1
4 18 4 9 1546 3 3 4 3 1 2 3 32 3 2 2 3 2 1 2 0
4 24 2 3 3112 5 2 4 2 2 4 3 26 3 2 1 3 2 2 1 1
1 10 4 0 3876 1 3 1 3 1 2 1 40 3 2 2 2 2 1 1 1
1 24 2 2 3756 1 2 2 4 2 4 3 26 3 2 1 3 2 1 1 1
4 24 3 3 2439 5 5 4 3 1 2 2 23 1 1 2 2 2 1 2 0
1 9 2 0 3471 1 3 1 3 3 2 4 26 3 1 1 3 1 1 2 1
1 12 4 1 5097 1 5 1 3 1 4 2 43 3 2 2 3 2 2 2 0
3 30 0 9 4151 1 3 2 2 1 3 3 28 3 2 2 3 2 1 2 1
4 30 3 3 2815 1 3 4 2 1 2 2 33 3 2 1 3 2 2 2 1
2 6 1 9 802 3 3 4 1 1 2 3 26 3 2 4 2 2 1 2 1
2 24 2 0 1533 3 4 4 3 1 1 3 34 3 3 1 3 1 2 2 1
1 30 2 2 3151 1 2 2 2 1 4 2 31 3 2 1 2 2 1 1 0
2 18 2 2 4446 4 5 1 3 1 1 1 33 2 2 1 3 1 2 1 1
1 12 2 0 1169 1 3 3 3 3 4 2 27 3 2 4 2 1 1 1 0
2 24 2 2 3017 1 3 2 2 1 3 1 24 3 1 1 2 1 1 2 1
1 30 3 9 1860 1 5 3 1 1 4 4 66 3 2 1 4 2 2 1 0
1 18 2 2 2600 1 3 2 3 1 2 1 22 3 2 1 3 2 1 2 0
1 18 2 0 2026 1 1 2 2 1 2 4 23 3 2 1 4 2 1 2 1
1 24 4 9 4041 4 3 3 3 1 2 4 27 3 1 2 2 2 2 2 1
2 48 1 9 3845 5 3 4 3 1 4 4 34 1 3 1 2 1 1 2 0
3 36 2 1 4545 1 1 2 3 1 2 3 32 3 2 1 4 2 2 2 1
1 30 2 0 1896 2 5 4 2 1 3 4 30 1 3 2 3 2 1 2 0
4 12 2 3 2147 1 2 3 3 1 2 3 29 3 2 1 3 2 1 2 1
4 30 2 3 3016 4 4 4 3 1 4 3 25 3 1 1 3 2 1 2 1
1 12 2 2 889 1 2 4 2 1 4 2 21 3 1 1 2 2 1 2 0
1 6 1 6 1219 1 5 4 1 1 4 4 35 3 3 4 3 2 1 2 1
1 12 2 2 1275 1 3 4 4 3 1 1 21 3 2 1 3 2 1 1 1
1 45 3 0 11735 1 4 2 1 1 4 4 29 2 1 2 3 2 1 2 0
2 15 0 0 2625 1 5 2 2 1 4 3 28 3 3 2 3 2 1 2 0
4 24 2 1 4829 1 4 3 2 1 4 3 42 3 2 1 3 2 1 2 1
2 24 2 2 1949 1 3 2 1 1 3 1 26 3 2 1 3 2 1 2 1
4 24 2 9 929 5 4 4 2 1 2 3 31 3 2 1 3 2 2 2 1
4 21 3 9 3016 2 3 2 1 1 2 1 28 3 2 2 2 2 1 2 1
1 6 1 0 1232 2 3 4 3 1 1 4 35 1 2 2 3 2 1 2 1
4 9 4 0 941 3 2 4 3 1 1 4 52 1 2 2 2 1 1 2 1
1 18 0 3 1924 1 5 4 3 2 4 4 25 1 1 2 3 2 1 2 0
2 48 3 3 7040 4 5 4 3 1 3 3 32 1 2 2 3 1 1 2 1
2 12 1 3 2078 1 3 4 2 1 3 4 29 3 1 1 3 2 1 2 0
2 30 3 1 8075 4 2 2 3 1 1 2 25 3 2 2 3 2 1 2 0
4 41 4 2 3978 5 3 1 1 1 4 1 36 3 2 2 3 2 2 2 1
1 6 2 3 1640 1 4 3 3 1 2 1 52 1 2 1 3 1 1 2 1
2 48 0 6 6224 5 5 4 3 1 4 4 50 1 3 1 3 2 2 1 0
1 18 1 9 1442 1 5 4 3 1 4 4 32 1 2 2 4 1 1 2 0
3 30 2 2 3760 1 1 4 3 1 4 2 40 3 2 1 4 2 2 1 1
4 30 2 3 1717 5 3 4 3 1 1 3 26 3 1 1 3 2 1 2 1
2 6 4 3 728 5 5 4 3 1 2 2 46 3 2 2 2 2 1 2 1
1 10 2 0 1924 1 5 3 2 1 4 1 38 3 2 1 3 1 2 1 1
4 36 2 0 3123 5 5 4 2 1 4 3 36 3 1 1 3 2 1 1 1
4 24 2 3 1523 1 2 3 3 1 3 4 38 3 2 1 4 2 2 2 1
4 9 4 0 2077 5 3 1 2 1 4 4 47 3 3 3 3 2 2 1 1
4 36 2 0 14274 1 5 3 2 1 2 4 57 1 3 1 4 2 2 2 0
2 36 1 0 8005 2 5 2 3 1 4 4 42 1 1 1 1 2 1 2 1
4 18 1 0 6715 3 5 2 1 1 4 4 68 3 1 2 3 2 1 2 0
3 12 2 3 2923 1 4 1 2 1 1 1 24 3 1 1 3 2 1 2 1
4 15 2 3 4679 1 3 3 4 1 2 3 30 3 3 1 3 2 2 2 1
4 36 4 1 11021 4 1 1 2 1 2 2 30 3 2 1 4 2 2 2 1
3 15 2 4 851 5 2 4 2 1 1 1 24 3 2 1 3 2 1 2 1
2 42 1 1 4330 2 4 3 3 1 2 1 26 1 2 2 3 1 2 2 0
4 24 3 3 1553 5 4 3 3 1 3 3 23 3 1 2 3 2 2 2 1
1 24 2 0 1275 1 3 2 2 1 3 4 57 3 2 1 3 2 1 1 1
4 4 1 0 3148 5 4 1 2 1 1 2 37 3 2 1 3 1 1 2 1
4 24 4 3 3127 5 2 4 3 1 2 3 25 3 2 2 3 2 1 2 1
2 10 2 4 919 5 4 4 3 1 1 3 40 1 1 1 3 2 2 2 1
2 18 0 0 4153 2 3 2 2 1 2 1 36 1 3 2 3 1 1 2 0
2 60 4 0 13897 1 1 2 3 1 4 4 63 3 3 1 4 2 2 2 1
1 12 2 6 802 1 5 4 1 1 4 4 53 3 2 1 3 2 1 1 0
4 6 4 0 3709 1 3 2 3 1 4 1 37 3 1 1 3 1 1 1 1
3 24 2 2 1381 2 3 4 2 1 2 2 35 3 2 1 3 2 1 2 0
3 48 2 0 5379 5 1 2 3 1 4 4 40 3 3 1 4 2 2 2 1
3 12 4 0 1163 1 5 4 3 1 4 1 44 3 2 1 1 2 2 1 1
2 48 2 3 5814 4 3 2 2 1 2 3 22 3 1 1 3 2 1 2 0
4 18 2 0 2376 3 2 4 2 1 1 3 27 3 2 1 3 2 1 1 1
4 15 2 1 3575 2 3 3 2 1 2 3 29 3 2 1 3 2 1 2 1
2 12 2 0 905 1 5 4 1 1 1 3 41 1 2 1 2 1 1 1 0
2 18 2 0 6138 5 1 3 2 2 3 3 28 3 1 1 2 2 1 2 0
1 21 2 2 1169 1 5 2 3 1 4 2 38 3 2 1 3 2 1 2 0
1 12 2 3 681 3 4 4 4 1 3 2 20 3 1 1 3 2 1 2 0
3 12 2 0 5971 4 4 2 1 1 2 3 32 3 2 1 3 2 1 2 1
1 24 4 9 4233 3 3 1 3 1 4 1 36 3 1 2 2 2 2 2 0
1 12 2 5 701 1 3 2 3 3 3 2 38 3 3 1 2 1 1 2 1
3 10 1 2 2102 1 1 1 2 1 3 1 27 3 2 2 3 2 1 2 1
1 10 2 2 1500 3 3 1 2 1 2 1 31 3 2 1 2 1 1 1 1
1 24 2 3 1287 2 3 4 2 1 2 4 32 3 2 1 2 2 1 1 0
2 12 4 0 1452 4 3 1 3 1 4 3 38 3 2 2 2 1 1 1 1
1 12 3 0 916 1 1 1 2 1 2 4 38 3 2 1 2 2 1 2 1
1 21 4 0 548 1 5 4 3 1 3 3 65 3 1 2 3 2 2 2 1
2 12 2 3 1004 4 3 4 2 1 1 3 22 3 2 1 3 2 1 2 1
2 45 2 3 3078 5 4 4 4 3 4 1 21 3 1 1 3 2 1 2 0
4 12 3 9 747 3 4 4 3 1 4 2 38 1 2 4 3 1 1 2 1
3 15 2 0 3123 1 3 3 3 1 2 3 33 3 1 1 3 2 2 2 1
4 36 2 2 3238 1 3 4 3 1 2 2 28 3 1 1 4 2 2 2 0
4 24 2 3 3061 4 5 4 4 1 4 3 32 3 3 1 3 1 2 2 1
2 12 2 4 1228 1 3 4 1 1 3 3 46 1 2 1 3 2 1 2 0
2 12 2 0 1037 2 5 4 3 1 4 1 38 3 2 1 2 2 1 2 1
1 24 1 2 3397 3 5 4 3 1 4 4 30 1 1 1 3 1 2 1 0
1 18 2 2 1102 1 4 4 4 1 2 3 33 3 2 1 3 2 1 2 0
4 36 2 1 8366 3 3 2 4 1 2 2 26 3 2 1 3 1 1 2 0
1 24 2 2 3965 1 4 2 1 1 4 3 25 3 1 1 3 2 1 2 1
3 12 2 2 3007 1 2 4 1 1 1 1 34 3 2 1 2 2 2 2 1
1 9 2 3 1376 1 4 3 1 1 3 3 22 3 1 1 3 2 1 2 0
1 10 2 2 4607 1 4 3 2 1 3 2 50 3 2 1 3 2 2 2 1
4 60 3 0 10646 4 4 2 3 1 4 3 42 3 1 1 4 2 2 2 1
4 24 4 0 1942 1 3 2 2 1 4 4 37 3 2 1 3 2 2 1 1
4 30 2 9 3511 1 3 4 3 1 2 3 34 1 2 4 3 1 2 2 1
1 24 2 0 1275 5 4 4 2 1 4 4 32 3 1 1 3 2 1 2 0
2 24 0 2 4591 4 2 2 1 1 4 3 25 1 2 1 2 2 1 2 0
2 21 1 1 7113 4 4 3 1 1 4 4 36 1 1 2 3 1 2 1 1
2 15 3 0 976 2 4 3 3 1 2 2 30 3 1 2 3 2 1 2 1
4 6 4 3 701 5 5 4 3 1 4 2 36 1 3 2 3 2 1 2 1
3 10 2 4 1236 4 3 2 3 1 2 2 37 3 2 1 2 1 2 2 1
1 6 4 0 608 4 4 2 2 1 4 1 37 3 1 2 3 2 1 2 1
1 12 4 0 2072 1 5 3 1 1 2 4 39 3 1 2 2 1 1 2 1
4 18 3 9 1880 2 3 4 3 3 2 4 30 3 2 2 3 2 1 2 1
3 14 4 0 1807 4 5 4 1 1 3 2 28 1 2 2 2 2 1 1 1
4 21 2 0 3029 2 3 2 2 1 1 4 28 3 2 1 3 2 2 2 0
4 12 4 0 1412 4 2 4 3 1 4 3 35 3 2 1 2 2 1 2 1
1 30 2 2 6312 4 5 4 3 2 4 3 31 1 2 1 3 2 1 2 0
2 12 4 0 3554 5 3 4 3 1 1 1 37 3 2 2 2 2 1 2 1
4 24 2 4 2692 2 2 4 2 1 1 3 29 3 3 1 4 2 2 2 1
1 24 3 0 4578 3 3 3 3 1 2 1 74 3 2 1 4 2 2 1 1
2 12 1 0 621 1 2 4 3 1 1 1 26 1 2 1 4 2 1 2 0
4 18 2 5 3937 1 1 2 1 1 4 3 67 3 1 1 1 2 2 2 1
3 12 2 0 639 1 4 4 3 1 2 3 30 3 2 1 3 2 1 2 0
1 36 4 2 6303 3 2 1 4 1 4 1 23 2 2 2 2 2 2 2 0
2 24 3 0 3972 2 3 2 2 1 3 2 35 3 1 2 3 2 1 2 1
1 21 2 2 3592 1 3 2 3 1 4 3 26 3 1 1 4 2 1 2 1
1 6 2 4 342 1 4 4 3 1 1 1 27 3 2 1 3 2 2 2 1
4 9 2 3 2717 4 5 1 3 1 3 3 35 3 3 1 3 2 2 1 1
2 12 4 3 999 5 5 4 4 1 4 3 35 3 3 2 3 2 1 2 1
2 27 4 3 2751 4 5 4 3 1 2 1 29 3 3 2 3 2 1 2 1
3 24 4 3 2578 1 2 1 1 1 4 3 46 3 2 2 3 2 1 2 1
1 24 2 9 2643 1 1 1 4 1 4 2 20 3 3 1 2 2 1 1 0
2 28 2 3 3848 4 3 3 3 1 2 2 36 1 2 1 3 1 2 2 0
4 12 4 3 1258 1 3 4 1 1 2 4 38 3 2 2 3 2 1 1 1
3 48 2 2 6848 1 4 1 3 1 1 1 34 3 2 1 3 2 2 1 0
2 36 1 0 12594 5 3 4 3 1 4 4 37 3 3 1 3 2 1 2 0
1 24 4 1 2192 5 4 4 3 1 4 3 43 3 2 3 3 1 2 2 1
3 36 2 1 11683 2 3 2 3 1 3 4 32 3 1 1 3 2 2 1 1
1 12 2 2 2617 1 3 2 2 1 1 1 42 3 2 1 3 1 1 1 1
2 30 2 0 2170 1 3 4 2 1 2 2 24 3 1 1 3 2 1 2 0
4 15 2 0 1423 1 3 2 2 1 4 3 28 3 1 1 3 2 1 2 1
2 15 2 9 6853 2 1 1 3 1 2 2 33 1 2 2 4 1 2 2 0
1 24 2 0 2028 1 3 1 3 1 3 2 21 3 2 1 2 1 1 2 0
4 36 2 3 2328 5 4 4 3 2 4 4 24 3 2 1 3 2 2 2 1
3 9 2 4 1235 1 2 4 2 1 4 3 23 3 1 1 3 2 2 2 1
4 15 4 3 1371 1 3 4 3 1 2 2 31 3 3 2 3 2 1 2 1
1 36 2 2 5367 4 4 4 3 1 3 2 29 3 2 1 3 2 1 2 0
