Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.91,0.9,0.73,0.16
moral,0.81,0.77,0.45,0.07
verw,0.88,0.76,0.43,0.01
sparkont,0.72,0.72,0.34,0.08
beszeit,0.95,0.94,0.81,0.2
rate,0.91,0.91,0.71,0.33
famges,0.78,0.76,0.47,0.09
buerge,0.32,0.41,0.14,0.06
wohnzeit,0.91,0.9,0.72,0.27
verm,0.97,0.97,0.9,0.46
weitkred,0.53,0.57,0.27,0.06
wohn,0.7,0.74,0.44,0.16
bishkred,0.65,0.57,0.32,0.01
beruf,0.72,0.7,0.39,0.03
pers,0.5,0.6,0.33,0.17
telef,0.96,0.97,0.92,0.66
gastarb,0.16,0.25,0.09,0.04
kredit,0.82,0.86,0.69,0.4
