Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.98,0.94,0.58
moral,0.78,0.74,0.41,0.06
verw,0.89,0.78,0.49,0.02
sparkont,0.96,0.96,0.83,0.39
beszeit,0.95,0.93,0.78,0.18
rate,0.89,0.9,0.68,0.24
famges,0.95,0.95,0.82,0.4
buerge,0.31,0.38,0.13,0.05
wohnzeit,0.94,0.93,0.79,0.31
verm,1.0,1.0,0.98,0.75
weitkred,0.55,0.6,0.29,0.07
wohn,0.95,0.96,0.88,0.48
bishkred,0.66,0.58,0.33,0.02
beruf,0.74,0.71,0.42,0.02
pers,0.58,0.67,0.41,0.21
telef,0.97,0.98,0.95,0.72
gastarb,0.87,0.9,0.77,0.47
kredit,0.83,0.88,0.71,0.42
