,type,this_epoch,total_epochs,batch_num,loss
1,epoch,1,1250,1,707807.8
3,epoch,2,1250,1,173438.72
5,epoch,3,1250,1,224491.72
7,epoch,4,1250,1,143960.05
9,epoch,5,1250,1,70917.77
11,epoch,6,1250,1,141496.16
13,epoch,7,1250,1,119527.62
15,epoch,8,1250,1,55351.645
17,epoch,9,1250,1,52797.656
19,epoch,10,1250,1,67647.51
21,epoch,11,1250,1,56682.098
23,epoch,12,1250,1,43535.71
25,epoch,13,1250,1,45556.625
27,epoch,14,1250,1,45439.72
29,epoch,15,1250,1,37237.562
31,epoch,16,1250,1,35248.742
33,epoch,17,1250,1,32523.275
35,epoch,18,1250,1,24712.822
37,epoch,19,1250,1,18960.387
39,epoch,20,1250,1,19401.537
41,epoch,21,1250,1,23196.775
43,epoch,22,1250,1,20875.115
45,epoch,23,1250,1,13180.396
47,epoch,24,1250,1,10311.733
49,epoch,25,1250,1,12788.1
51,epoch,26,1250,1,15644.655
53,epoch,27,1250,1,14683.525
55,epoch,28,1250,1,10199.579
57,epoch,29,1250,1,7597.6934
59,epoch,30,1250,1,8914.136
61,epoch,31,1250,1,10649.535
63,epoch,32,1250,1,9406.123
65,epoch,33,1250,1,6115.8
67,epoch,34,1250,1,4507.212
69,epoch,35,1250,1,5948.9673
71,epoch,36,1250,1,7206.4194
73,epoch,37,1250,1,5855.466
75,epoch,38,1250,1,3821.089
77,epoch,39,1250,1,3524.8843
79,epoch,40,1250,1,4603.4976
81,epoch,41,1250,1,5082.391
83,epoch,42,1250,1,4287.4604
85,epoch,43,1250,1,3368.3306
87,epoch,44,1250,1,3195.8845
89,epoch,45,1250,1,3409.964
91,epoch,46,1250,1,3471.8757
93,epoch,47,1250,1,3215.315
95,epoch,48,1250,1,2764.8064
97,epoch,49,1250,1,2535.2588
99,epoch,50,1250,1,2603.7478
101,epoch,51,1250,1,2618.6768
103,epoch,52,1250,1,2438.306
105,epoch,53,1250,1,2237.961
107,epoch,54,1250,1,2214.0461
109,epoch,55,1250,1,2280.6484
111,epoch,56,1250,1,2266.455
113,epoch,57,1250,1,2163.9104
115,epoch,58,1250,1,1998.1422
117,epoch,59,1250,1,1874.0253
119,epoch,60,1250,1,1899.1329
121,epoch,61,1250,1,1945.901
123,epoch,62,1250,1,1839.7775
125,epoch,63,1250,1,1683.3068
127,epoch,64,1250,1,1667.8087
129,epoch,65,1250,1,1748.0322
131,epoch,66,1250,1,1732.0392
133,epoch,67,1250,1,1621.0981
135,epoch,68,1250,1,1573.6737
137,epoch,69,1250,1,1597.9359
139,epoch,70,1250,1,1596.4288
141,epoch,71,1250,1,1532.2656
143,epoch,72,1250,1,1474.5813
145,epoch,73,1250,1,1482.2566
147,epoch,74,1250,1,1505.4421
149,epoch,75,1250,1,1478.2964
151,epoch,76,1250,1,1423.9924
153,epoch,77,1250,1,1410.5322
155,epoch,78,1250,1,1429.5336
157,epoch,79,1250,1,1417.7336
159,epoch,80,1250,1,1383.1565
161,epoch,81,1250,1,1371.3927
163,epoch,82,1250,1,1372.8605
165,epoch,83,1250,1,1360.5941
167,epoch,84,1250,1,1338.159
169,epoch,85,1250,1,1323.9609
171,epoch,86,1250,1,1315.6804
173,epoch,87,1250,1,1307.7837
175,epoch,88,1250,1,1297.5664
177,epoch,89,1250,1,1285.7983
179,epoch,90,1250,1,1279.0029
181,epoch,91,1250,1,1274.6553
183,epoch,92,1250,1,1265.2078
185,epoch,93,1250,1,1252.0155
187,epoch,94,1250,1,1241.7559
189,epoch,95,1250,1,1236.3369
191,epoch,96,1250,1,1230.5344
193,epoch,97,1250,1,1221.7637
195,epoch,98,1250,1,1212.1498
197,epoch,99,1250,1,1206.2198
199,epoch,100,1250,1,1200.5416
201,epoch,101,1250,1,1190.3035
203,epoch,102,1250,1,1180.0453
205,epoch,103,1250,1,1173.2177
207,epoch,104,1250,1,1164.4901
209,epoch,105,1250,1,1151.4592
211,epoch,106,1250,1,1139.1492
213,epoch,107,1250,1,1128.0803
215,epoch,108,1250,1,1114.3004
217,epoch,109,1250,1,1096.7024
219,epoch,110,1250,1,1075.4407
221,epoch,111,1250,1,1047.2598
223,epoch,112,1250,1,1005.13257
225,epoch,113,1250,1,955.98334
227,epoch,114,1250,1,970.9588
229,epoch,115,1250,1,986.0536
231,epoch,116,1250,1,917.3787
233,epoch,117,1250,1,923.4355
235,epoch,118,1250,1,940.5166
237,epoch,119,1250,1,940.8425
239,epoch,120,1250,1,927.22815
241,epoch,121,1250,1,910.78143
243,epoch,122,1250,1,907.4782
245,epoch,123,1250,1,903.93915
247,epoch,124,1250,1,880.52576
249,epoch,125,1250,1,865.7869
251,epoch,126,1250,1,862.39044
253,epoch,127,1250,1,860.26245
255,epoch,128,1250,1,860.90796
257,epoch,129,1250,1,863.2695
259,epoch,130,1250,1,856.4641
261,epoch,131,1250,1,844.07324
263,epoch,132,1250,1,834.4826
265,epoch,133,1250,1,827.23566
267,epoch,134,1250,1,821.67706
269,epoch,135,1250,1,820.9854
271,epoch,136,1250,1,820.2557
273,epoch,137,1250,1,815.8341
275,epoch,138,1250,1,811.81866
277,epoch,139,1250,1,808.2458
279,epoch,140,1250,1,802.7589
281,epoch,141,1250,1,797.4903
283,epoch,142,1250,1,795.2494
285,epoch,143,1250,1,792.468
287,epoch,144,1250,1,787.9665
289,epoch,145,1250,1,785.16125
291,epoch,146,1250,1,782.4734
293,epoch,147,1250,1,778.12714
295,epoch,148,1250,1,774.26855
297,epoch,149,1250,1,772.1971
299,epoch,150,1250,1,769.03424
301,epoch,151,1250,1,765.226
303,epoch,152,1250,1,762.6295
305,epoch,153,1250,1,759.7652
307,epoch,154,1250,1,756.1128
309,epoch,155,1250,1,752.4206
311,epoch,156,1250,1,751.7036
313,epoch,157,1250,1,746.3671
315,epoch,158,1250,1,743.95667
317,epoch,159,1250,1,741.5269
319,epoch,160,1250,1,738.2978
321,epoch,161,1250,1,734.68756
323,epoch,162,1250,1,731.33936
325,epoch,163,1250,1,727.72736
327,epoch,164,1250,1,723.57043
329,epoch,165,1250,1,719.5881
331,epoch,166,1250,1,715.13153
333,epoch,167,1250,1,709.66705
335,epoch,168,1250,1,703.0115
337,epoch,169,1250,1,694.8022
339,epoch,170,1250,1,683.6201
341,epoch,171,1250,1,668.1172
343,epoch,172,1250,1,645.5963
345,epoch,173,1250,1,612.6061
347,epoch,174,1250,1,575.8691
349,epoch,175,1250,1,583.02606
351,epoch,176,1250,1,619.7926
353,epoch,177,1250,1,571.20197
355,epoch,178,1250,1,564.0579
357,epoch,179,1250,1,579.656
359,epoch,180,1250,1,588.9093
361,epoch,181,1250,1,587.3025
363,epoch,182,1250,1,573.9396
365,epoch,183,1250,1,558.55884
367,epoch,184,1250,1,561.4044
369,epoch,185,1250,1,573.3791
371,epoch,186,1250,1,560.76715
373,epoch,187,1250,1,549.5957
375,epoch,188,1250,1,551.5321
377,epoch,189,1250,1,554.0785
379,epoch,190,1250,1,549.4822
381,epoch,191,1250,1,539.84576
383,epoch,192,1250,1,534.02844
385,epoch,193,1250,1,536.74146
387,epoch,194,1250,1,535.79016
389,epoch,195,1250,1,528.4346
391,epoch,196,1250,1,526.5872
393,epoch,197,1250,1,528.96454
395,epoch,198,1250,1,528.81067
397,epoch,199,1250,1,525.2456
399,epoch,200,1250,1,521.495
401,epoch,201,1250,1,520.0787
403,epoch,202,1250,1,518.9361
405,epoch,203,1250,1,515.4544
407,epoch,204,1250,1,512.6668
409,epoch,205,1250,1,512.2402
411,epoch,206,1250,1,511.74274
413,epoch,207,1250,1,509.7985
415,epoch,208,1250,1,507.90335
417,epoch,209,1250,1,506.88522
419,epoch,210,1250,1,505.97116
421,epoch,211,1250,1,503.76865
423,epoch,212,1250,1,501.4941
425,epoch,213,1250,1,500.25916
427,epoch,214,1250,1,499.1083
429,epoch,215,1250,1,497.375
431,epoch,216,1250,1,495.715
433,epoch,217,1250,1,494.78552
435,epoch,218,1250,1,493.92374
437,epoch,219,1250,1,492.3777
439,epoch,220,1250,1,491.0922
441,epoch,221,1250,1,489.50388
443,epoch,222,1250,1,488.50656
445,epoch,223,1250,1,487.09695
447,epoch,224,1250,1,485.63306
449,epoch,225,1250,1,484.5294
451,epoch,226,1250,1,483.48465
453,epoch,227,1250,1,482.19266
455,epoch,228,1250,1,480.82578
457,epoch,229,1250,1,479.78693
459,epoch,230,1250,1,478.6153
461,epoch,231,1250,1,477.11597
463,epoch,232,1250,1,475.89044
465,epoch,233,1250,1,474.64453
467,epoch,234,1250,1,473.9003
469,epoch,235,1250,1,472.398
471,epoch,236,1250,1,471.35745
473,epoch,237,1250,1,470.156
475,epoch,238,1250,1,469.25717
477,epoch,239,1250,1,468.00598
479,epoch,240,1250,1,466.86697
481,epoch,241,1250,1,465.79053
483,epoch,242,1250,1,464.68256
485,epoch,243,1250,1,463.70062
487,epoch,244,1250,1,462.53674
489,epoch,245,1250,1,461.53827
491,epoch,246,1250,1,460.4657
493,epoch,247,1250,1,459.4488
495,epoch,248,1250,1,458.51566
497,epoch,249,1250,1,457.44882
499,epoch,250,1250,1,456.44885
501,epoch,251,1250,1,455.42505
