,type,this_epoch,total_epochs,batch_num,loss
1,epoch,1,1250,1,298827.53
3,epoch,2,1250,1,204821.19
5,epoch,3,1250,1,133626.11
7,epoch,4,1250,1,86498.586
9,epoch,5,1250,1,60738.51
11,epoch,6,1250,1,48459.17
13,epoch,7,1250,1,43898.754
15,epoch,8,1250,1,43793.824
17,epoch,9,1250,1,46230.812
19,epoch,10,1250,1,49113.72
21,epoch,11,1250,1,51443.25
23,epoch,12,1250,1,52586.504
25,epoch,13,1250,1,52273.965
27,epoch,14,1250,1,51257.19
29,epoch,15,1250,1,50380.69
31,epoch,16,1250,1,49491.61
33,epoch,17,1250,1,48405.76
35,epoch,18,1250,1,47133.723
37,epoch,19,1250,1,45878.04
39,epoch,20,1250,1,44861.266
41,epoch,21,1250,1,44177.71
43,epoch,22,1250,1,43782.965
45,epoch,23,1250,1,43619.285
47,epoch,24,1250,1,43679.348
49,epoch,25,1250,1,43944.91
51,epoch,26,1250,1,44323.594
53,epoch,27,1250,1,44669.88
55,epoch,28,1250,1,44876.16
57,epoch,29,1250,1,44921.027
59,epoch,30,1250,1,44814.52
61,epoch,31,1250,1,44553.707
63,epoch,32,1250,1,44411.723
65,epoch,33,1250,1,44250.887
67,epoch,34,1250,1,43976.938
69,epoch,35,1250,1,43678.86
71,epoch,36,1250,1,43509.47
73,epoch,37,1250,1,43410.195
75,epoch,38,1250,1,43261.992
77,epoch,39,1250,1,43189.64
79,epoch,40,1250,1,43243.215
81,epoch,41,1250,1,43274.727
83,epoch,42,1250,1,43318.99
85,epoch,43,1250,1,43397.797
87,epoch,44,1250,1,43388.785
89,epoch,45,1250,1,43294.19
91,epoch,46,1250,1,43223.26
93,epoch,47,1250,1,43141.367
95,epoch,48,1250,1,43016.336
97,epoch,49,1250,1,42936.2
99,epoch,50,1250,1,42843.12
101,epoch,51,1250,1,42746.164
103,epoch,52,1250,1,42691.953
105,epoch,53,1250,1,42610.28
107,epoch,54,1250,1,42555.918
109,epoch,55,1250,1,42524.75
111,epoch,56,1250,1,42473.395
113,epoch,57,1250,1,42438.24
115,epoch,58,1250,1,42367.21
117,epoch,59,1250,1,42287.625
119,epoch,60,1250,1,42210.03
121,epoch,61,1250,1,42113.65
123,epoch,62,1250,1,42032.355
125,epoch,63,1250,1,41940.21
127,epoch,64,1250,1,41857.336
129,epoch,65,1250,1,41779.004
131,epoch,66,1250,1,41694.23
133,epoch,67,1250,1,41622.086
135,epoch,68,1250,1,41546.387
137,epoch,69,1250,1,41477.023
139,epoch,70,1250,1,41408.54
141,epoch,71,1250,1,41332.363
143,epoch,72,1250,1,41259.02
145,epoch,73,1250,1,41181.95
147,epoch,74,1250,1,41105.17
149,epoch,75,1250,1,41031.84
151,epoch,76,1250,1,40957.574
153,epoch,77,1250,1,40887.47
155,epoch,78,1250,1,40818.79
157,epoch,79,1250,1,40749.03
159,epoch,80,1250,1,40682.586
161,epoch,81,1250,1,40617.19
163,epoch,82,1250,1,40552.273
165,epoch,83,1250,1,40489.164
167,epoch,84,1250,1,40425.19
169,epoch,85,1250,1,40361.727
171,epoch,86,1250,1,40299.69
173,epoch,87,1250,1,40237.477
175,epoch,88,1250,1,40176.88
177,epoch,89,1250,1,40117.96
179,epoch,90,1250,1,40059.74
181,epoch,91,1250,1,40003.027
183,epoch,92,1250,1,39947.004
185,epoch,93,1250,1,39891.83
187,epoch,94,1250,1,39838.223
189,epoch,95,1250,1,39785.223
191,epoch,96,1250,1,39733.29
193,epoch,97,1250,1,39682.52
195,epoch,98,1250,1,39632.418
197,epoch,99,1250,1,39583.54
199,epoch,100,1250,1,39535.51
201,epoch,101,1250,1,39488.547
203,epoch,102,1250,1,39442.85
205,epoch,103,1250,1,39397.934
207,epoch,104,1250,1,39354.113
209,epoch,105,1250,1,39311.098
211,epoch,106,1250,1,39269.004
213,epoch,107,1250,1,39227.887
215,epoch,108,1250,1,39187.53
217,epoch,109,1250,1,39148.19
219,epoch,110,1250,1,39109.555
221,epoch,111,1250,1,39071.758
223,epoch,112,1250,1,39034.61
225,epoch,113,1250,1,38998.19
227,epoch,114,1250,1,38962.438
229,epoch,115,1250,1,38927.297
231,epoch,116,1250,1,38892.797
233,epoch,117,1250,1,38858.87
235,epoch,118,1250,1,38825.535
237,epoch,119,1250,1,38792.703
239,epoch,120,1250,1,38760.426
241,epoch,121,1250,1,38728.65
243,epoch,122,1250,1,38697.355
245,epoch,123,1250,1,38666.496
247,epoch,124,1250,1,38636.043
249,epoch,125,1250,1,38606.0
251,epoch,126,1250,1,38576.297
253,epoch,127,1250,1,38546.97
255,epoch,128,1250,1,38517.96
257,epoch,129,1250,1,38489.29
259,epoch,130,1250,1,38460.906
261,epoch,131,1250,1,38432.797
263,epoch,132,1250,1,38404.965
265,epoch,133,1250,1,38377.355
267,epoch,134,1250,1,38349.973
269,epoch,135,1250,1,38322.812
271,epoch,136,1250,1,38295.848
273,epoch,137,1250,1,38269.062
275,epoch,138,1250,1,38242.46
277,epoch,139,1250,1,38216.03
279,epoch,140,1250,1,38189.78
281,epoch,141,1250,1,38163.703
283,epoch,142,1250,1,38137.805
285,epoch,143,1250,1,38112.08
287,epoch,144,1250,1,38086.598
289,epoch,145,1250,1,38061.617
291,epoch,146,1250,1,38038.535
293,epoch,147,1250,1,38025.406
295,epoch,148,1250,1,38071.46
297,epoch,149,1250,1,38373.92
299,epoch,150,1250,1,38649.664
301,epoch,151,1250,1,38043.508
303,epoch,152,1250,1,38079.848
305,epoch,153,1250,1,38268.387
307,epoch,154,1250,1,37858.152
309,epoch,155,1250,1,38153.504
311,epoch,156,1250,1,37868.348
313,epoch,157,1250,1,37976.332
315,epoch,158,1250,1,37893.17
317,epoch,159,1250,1,37842.613
319,epoch,160,1250,1,37884.402
321,epoch,161,1250,1,37750.812
323,epoch,162,1250,1,37848.023
325,epoch,163,1250,1,37690.29
327,epoch,164,1250,1,37793.062
329,epoch,165,1250,1,37650.695
331,epoch,166,1250,1,37714.934
333,epoch,167,1250,1,37629.773
335,epoch,168,1250,1,37623.066
337,epoch,169,1250,1,37619.875
339,epoch,170,1250,1,37539.156
341,epoch,171,1250,1,37585.9
343,epoch,172,1250,1,37502.02
345,epoch,173,1250,1,37495.562
347,epoch,174,1250,1,37500.0
349,epoch,175,1250,1,37422.85
351,epoch,176,1250,1,37428.0
353,epoch,177,1250,1,37423.715
355,epoch,178,1250,1,37359.867
357,epoch,179,1250,1,37340.54
359,epoch,180,1250,1,37351.934
361,epoch,181,1250,1,37323.527
363,epoch,182,1250,1,37270.04
365,epoch,183,1250,1,37246.234
367,epoch,184,1250,1,37249.914
369,epoch,185,1250,1,37248.812
371,epoch,186,1250,1,37231.74
373,epoch,187,1250,1,37194.77
375,epoch,188,1250,1,37156.83
377,epoch,189,1250,1,37122.58
379,epoch,190,1250,1,37095.36
381,epoch,191,1250,1,37073.33
383,epoch,192,1250,1,37055.2
385,epoch,193,1250,1,37042.26
387,epoch,194,1250,1,37040.457
389,epoch,195,1250,1,37071.855
391,epoch,196,1250,1,37166.15
393,epoch,197,1250,1,37402.266
395,epoch,198,1250,1,37404.523
397,epoch,199,1250,1,37215.688
399,epoch,200,1250,1,36901.094
401,epoch,201,1250,1,36999.562
403,epoch,202,1250,1,37171.58
405,epoch,203,1250,1,36903.438
407,epoch,204,1250,1,36867.402
409,epoch,205,1250,1,37015.617
411,epoch,206,1250,1,36840.34
413,epoch,207,1250,1,36796.258
415,epoch,208,1250,1,36896.887
417,epoch,209,1250,1,36769.91
419,epoch,210,1250,1,36721.426
421,epoch,211,1250,1,36791.69
423,epoch,212,1250,1,36713.5
425,epoch,213,1250,1,36639.33
427,epoch,214,1250,1,36671.266
429,epoch,215,1250,1,36669.273
431,epoch,216,1250,1,36603.547
433,epoch,217,1250,1,36548.797
435,epoch,218,1250,1,36554.566
437,epoch,219,1250,1,36581.367
439,epoch,220,1250,1,36565.703
441,epoch,221,1250,1,36531.125
443,epoch,222,1250,1,36474.062
445,epoch,223,1250,1,36430.164
447,epoch,224,1250,1,36399.027
449,epoch,225,1250,1,36379.387
451,epoch,226,1250,1,36369.273
453,epoch,227,1250,1,36370.715
455,epoch,228,1250,1,36402.688
457,epoch,229,1250,1,36467.438
459,epoch,230,1250,1,36655.867
461,epoch,231,1250,1,36652.957
463,epoch,232,1250,1,36658.01
465,epoch,233,1250,1,36301.375
467,epoch,234,1250,1,36207.715
