Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.92,0.9,0.75,0.16
moral,0.8,0.76,0.44,0.05
verw,0.9,0.82,0.54,0.02
sparkont,0.74,0.73,0.36,0.09
beszeit,0.95,0.93,0.79,0.19
rate,0.88,0.88,0.65,0.25
famges,0.81,0.78,0.51,0.11
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.93,0.92,0.77,0.31
verm,0.99,0.99,0.95,0.59
weitkred,0.5,0.55,0.25,0.06
wohn,0.71,0.74,0.45,0.14
bishkred,0.66,0.58,0.33,0.02
beruf,0.73,0.7,0.41,0.02
pers,0.63,0.71,0.46,0.24
telef,0.94,0.96,0.9,0.62
gastarb,0.22,0.32,0.12,0.06
kredit,0.83,0.87,0.71,0.42
