28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Dominican-Republic, <=50K
29, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Italy, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, France, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, England, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1902,40, United-States, <=50K
34, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, El-Salvador, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,6498,0,38, Ecuador, >50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
56, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,80, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
25, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Jamaica, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,60, Peru, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Canada, >50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1740,38, Puerto-Rico, >50K
74, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,30, Vietnam, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, Columbia, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,25, Yugoslavia, <=50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,60, Laos, >50K
40, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Yugoslavia, >50K
20, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Laos, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, China, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, England, >50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,30, Ecuador, <=50K
64, Private, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,35, Greece, <=50K
31, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Black, Female,0,0,40, Canada, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,2887,0,40, Canada, >50K
27, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
26, Private, Masters, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,1902,15, El-Salvador, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,20, Haiti, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Haiti, >50K
31, State-gov, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, El-Salvador, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Ecuador, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Peru, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, Mexico, <=50K
31, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, Mexico, <=50K
54, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,60, Nicaragua, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, South, <=50K
36, Local-gov, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,45, France, <=50K
47, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, India, <=50K
50, Federal-gov, Masters, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,2844,0,40, Peru, >50K
33, Private, Bachelors, Separated, Prof-specialty, Wife, Other, Male,0,0,60, Mexico, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,45, Hong, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,54, Yugoslavia, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,2258,0,38, Cuba, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Iran, <=50K
