,type,this_epoch,total_epochs,batch_num,loss
10,epoch,1,50,10,193244.0
21,epoch,2,50,10,39655.344
32,epoch,3,50,10,13466.565
43,epoch,4,50,10,5653.9194
54,epoch,5,50,10,3359.4783
65,epoch,6,50,10,2381.7175
76,epoch,7,50,10,1877.2676
87,epoch,8,50,10,1578.413
98,epoch,9,50,10,1377.3481
109,epoch,10,50,10,1248.6395
120,epoch,11,50,10,1149.3344
131,epoch,12,50,10,1058.9375
142,epoch,13,50,10,984.1821
153,epoch,14,50,10,923.8883
164,epoch,15,50,10,874.42737
175,epoch,16,50,10,833.10077
186,epoch,17,50,10,796.8042
197,epoch,18,50,10,764.3038
208,epoch,19,50,10,734.4876
219,epoch,20,50,10,708.29645
230,epoch,21,50,10,683.9083
241,epoch,22,50,10,662.08984
252,epoch,23,50,10,641.7758
263,epoch,24,50,10,623.59265
274,epoch,25,50,10,606.6071
285,epoch,26,50,10,590.913
296,epoch,27,50,10,576.4832
307,epoch,28,50,10,563.2763
318,epoch,29,50,10,550.80334
329,epoch,30,50,10,539.1667
340,epoch,31,50,10,528.2609
351,epoch,32,50,10,518.1696
362,epoch,33,50,10,508.659
373,epoch,34,50,10,499.5981
384,epoch,35,50,10,491.13248
395,epoch,36,50,10,483.5861
406,epoch,37,50,10,475.84064
417,epoch,38,50,10,468.57315
428,epoch,39,50,10,460.91388
439,epoch,40,50,10,454.04037
450,epoch,41,50,10,447.13785
461,epoch,42,50,10,439.62042
472,epoch,43,50,10,432.78125
483,epoch,44,50,10,426.44162
494,epoch,45,50,10,420.77213
505,epoch,46,50,10,415.16626
516,epoch,47,50,10,410.0669
527,epoch,48,50,10,405.2378
538,epoch,49,50,10,400.75522
549,epoch,50,50,10,396.61346
