Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.92,0.78,0.2
moral,0.79,0.76,0.43,0.08
verw,0.88,0.77,0.43,0.02
sparkont,0.76,0.77,0.39,0.1
beszeit,0.94,0.92,0.76,0.15
rate,0.91,0.91,0.71,0.3
famges,0.79,0.77,0.49,0.09
buerge,0.3,0.38,0.12,0.04
wohnzeit,0.92,0.92,0.75,0.32
verm,0.98,0.98,0.92,0.49
weitkred,0.47,0.52,0.23,0.04
wohn,0.73,0.76,0.47,0.18
bishkred,0.67,0.61,0.33,0.03
beruf,0.73,0.69,0.41,0.01
pers,0.61,0.7,0.44,0.23
telef,0.96,0.97,0.92,0.67
gastarb,0.22,0.32,0.12,0.06
kredit,0.85,0.89,0.74,0.45
