23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
26, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,25, Iran, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, England, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,19, El-Salvador, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,50, Ecuador, <=50K
66, Self-emp-inc, Assoc-acdm, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
50, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
37, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Scotland, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Ireland, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,7298,0,43, Cambodia, >50K
23, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
17, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,20, Poland, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,40, Vietnam, <=50K
49, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,25, Columbia, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,20, Yugoslavia, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,1902,35, Jamaica, >50K
41, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,50, Yugoslavia, <=50K
31, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, Jamaica, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, China, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,15, Dominican-Republic, <=50K
56, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Germany, <=50K
47, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,30, Cambodia, <=50K
63, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
35, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Thailand, <=50K
23, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, El-Salvador, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,25, Guatemala, <=50K
36, State-gov, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, Ecuador, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,1, Nicaragua, <=50K
42, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,30, Japan, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1902,45, Japan, >50K
45, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
56, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
51, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Poland, >50K
35, Federal-gov, 5th-6th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,99999,0,40, Hong, >50K
43, Federal-gov, HS-grad, Separated, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
21, Private, Assoc-acdm, Separated, Prof-specialty, Unmarried, Black, Male,0,0,59, Jamaica, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, Yugoslavia, <=50K
20, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Ecuador, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, India, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Female,4075,0,40, Outlying-US(Guam-USVI-etc), <=50K
53, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
42, Private, 10th, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,1902,40, Jamaica, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,10520,0,40, Jamaica, >50K
55, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, South, >50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
30, Private, 11th, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,25, Ecuador, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,48, Canada, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Taiwan, <=50K
22, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,50, Greece, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,25, Philippines, <=50K
42, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, Guatemala, >50K
28, Private, Assoc-voc, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,55, Portugal, <=50K
48, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,41, Jamaica, <=50K
21, Private, 11th, Never-married, Adm-clerical, Husband, White, Male,0,0,42, India, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, France, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Husband, Other, Female,0,0,40, Germany, <=50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,1902,40, Ireland, >50K
