Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.77
moral,0.81,0.78,0.46,0.1
verw,0.9,0.81,0.51,0.01
sparkont,1.0,1.0,0.99,0.78
beszeit,0.94,0.92,0.76,0.15
rate,0.93,0.93,0.77,0.34
famges,1.0,1.0,0.98,0.72
buerge,0.3,0.37,0.12,0.04
wohnzeit,0.94,0.94,0.8,0.32
verm,1.0,1.0,0.99,0.8
weitkred,0.52,0.58,0.26,0.08
wohn,1.0,1.0,1.0,0.87
bishkred,0.67,0.6,0.34,0.03
beruf,0.73,0.68,0.4,0.0
pers,0.62,0.71,0.45,0.24
telef,0.96,0.97,0.93,0.68
gastarb,1.0,1.0,0.99,0.88
kredit,0.84,0.88,0.73,0.43
