Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.77,0.18
moral,0.8,0.77,0.45,0.11
verw,0.9,0.8,0.51,0.03
sparkont,0.74,0.74,0.36,0.11
beszeit,0.94,0.92,0.76,0.15
rate,0.9,0.91,0.69,0.3
famges,0.78,0.76,0.47,0.12
buerge,0.34,0.42,0.14,0.05
wohnzeit,0.94,0.93,0.79,0.34
verm,0.97,0.96,0.88,0.39
weitkred,0.56,0.6,0.29,0.07
wohn,0.73,0.77,0.48,0.17
bishkred,0.69,0.62,0.36,0.04
beruf,0.73,0.7,0.4,0.02
pers,0.62,0.7,0.44,0.23
telef,0.97,0.98,0.95,0.72
gastarb,0.22,0.32,0.12,0.06
kredit,0.89,0.92,0.8,0.5
