value,frequency,column
 Private,0.7403539309544531,work_class
 Self-emp-not-inc,0.08259770400762567,work_class
 Local-gov,0.06883832732396701,work_class
 State-gov,0.041112354428281324,work_class
 Self-emp-inc,0.03564175887935679,work_class
 Federal-gov,0.030958597538232,work_class
 Without-pay,0.0004973268680840482,work_class
 HS-grad,0.3262878693688093,education
 Some-college,0.2222636661278959,education
 Bachelors,0.1664387251854615,education
 Masters,0.05346263831903519,education
 Assoc-voc,0.04301877408927017,education
 11th,0.03381822702971528,education
 Assoc-acdm,0.03327945625595756,education
 10th,0.026855650876538604,education
 7th-8th,0.018898420987193833,education
 Prof-school,0.018318206307762444,education
 9th,0.014961249948195117,education
 12th,0.012847610758837913,education
 Doctorate,0.012806166853164241,education
 5th-6th,0.010195200795722989,education
 1st-4th,0.0050976003978614945,education
 Preschool,0.001450536698578474,education
 Married-civ-spouse,0.4649177338472378,marital_status
 Never-married,0.32322102034895767,marital_status
 Divorced,0.1402876207053753,marital_status
 Separated,0.031082929255253015,marital_status
 Widowed,0.027518753367317336,marital_status
 Married-spouse-absent,0.012433171702101207,marital_status
 Married-AF-spouse,0.000538770773757719,marital_status
 Craft-repair,0.13423681047701935,occupation
 Prof-specialty,0.133780927514609,occupation
 Exec-managerial,0.13166728832525176,occupation
 Adm-clerical,0.12329561937917029,occupation
 Sales,0.1184881263210245,occupation
 Other-service,0.1067595010153757,occupation
 Machine-op-inspct,0.06597869783248374,occupation
 Transport-moving,0.05126611131833064,occupation
 Handlers-cleaners,0.044427866882174975,occupation
 Farming-fishing,0.03369389531269427,occupation
 Tech-support,0.030461270670147953,occupation
 Protective-serv,0.020763396742509013,occupation
 Priv-house-serv,0.004931824775166811,occupation
 Armed-Forces,0.0002486634340420241,occupation
 Husband,0.4117037589622446,relationship
 Not-in-family,0.2569107712710846,relationship
 Own-child,0.14778896763230967,relationship
 Unmarried,0.10746404741182809,relationship
 Wife,0.0466658377885532,relationship
 Other-relative,0.02946661693397986,relationship
 White,0.8605827013137718,race
 Black,0.09291723652036968,race
 Asian-Pac-Islander,0.0295495047453272,race
 Amer-Indian-Eskimo,0.009407766587923246,race
 Other,0.007542790832608065,race
 Male,0.6744166770276431,sex
 Female,0.3255833229723569,sex
 United-States,0.9113929296696921,native_country
 Mexico,0.020721952836835342,native_country
 Philippines,0.006092254134029591,native_country
 Germany,0.004268722284388081,native_country
 Puerto-Rico,0.003854283227651374,native_country
 Canada,0.003564175887935679,native_country
 India,0.003315512453893655,native_country
 El-Salvador,0.0032740685482199844,native_country
 Cuba,0.0027352977744622654,native_country
 England,0.002693853868788595,native_country
 Italy,0.0025280782460939118,native_country
 South,0.0024037465290728996,native_country
 Jamaica,0.0024037465290728996,native_country
 Vietnam,0.0023208587177255585,native_country
 China,0.0021965270007045464,native_country
 Dominican-Republic,0.002113639189357205,native_country
 Japan,0.002113639189357205,native_country
 Guatemala,0.002113639189357205,native_country
 Poland,0.0017820879439678396,native_country
 Columbia,0.0016992001326204982,native_country
 Haiti,0.0014919806042521448,native_country
 Taiwan,0.0014090927929048033,native_country
 Iran,0.0013676488872311327,native_country
 Portugal,0.0012433171702101206,native_country
 Nicaragua,0.0011189854531891085,native_country
 Greece,0.0010360976418417672,native_country
 Peru,0.0009946537361680964,native_country
 Ireland,0.0009117659248207551,native_country
 France,0.0007874342077997431,native_country
 Ecuador,0.0007459903021260724,native_country
 Cambodia,0.000663102490778731,native_country
 Thailand,0.0006216585851050603,native_country
 Trinadad&Tobago,0.0005802146794313896,native_country
 Laos,0.0005802146794313896,native_country
 Outlying-US(Guam-USVI-etc),0.0004973268680840482,native_country
 Hungary,0.0004973268680840482,native_country
 Hong,0.0004973268680840482,native_country
 Yugoslavia,0.00045588296241037753,native_country
 Scotland,0.00045588296241037753,native_country
 Honduras,0.00041443905673670687,native_country
 Holand-Netherlands,4.1443905673670685e-05,native_country
 <=50K,0.7510464586182601,income
 >50K,0.2489535413817398,income
