Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.76
moral,0.81,0.78,0.46,0.09
verw,0.89,0.78,0.47,0.01
sparkont,1.0,1.0,0.99,0.8
beszeit,0.95,0.93,0.78,0.21
rate,0.9,0.9,0.7,0.28
famges,1.0,1.0,0.99,0.75
buerge,0.33,0.41,0.14,0.07
wohnzeit,0.94,0.93,0.79,0.35
verm,1.0,1.0,0.99,0.83
weitkred,0.51,0.56,0.26,0.06
wohn,1.0,1.0,1.0,0.88
bishkred,0.65,0.58,0.32,0.03
beruf,0.74,0.72,0.42,0.03
pers,0.59,0.68,0.42,0.22
telef,0.95,0.97,0.91,0.65
gastarb,1.0,1.0,0.99,0.89
kredit,0.85,0.89,0.74,0.44
