55, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,70, Dominican-Republic, >50K
39, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,60, Iran, >50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, England, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,32, El-Salvador, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, >50K
75, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Female,14663,0,50, El-Salvador, >50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,45, Ecuador, <=50K
54, Private, Bachelors, Divorced, Craft-repair, Wife, White, Male,0,1977,40, Yugoslavia, >50K
40, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Female,0,0,40, Dominican-Republic, <=50K
40, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
29, Private, 1st-4th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,29, South, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1753,50, Iran, >50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Nicaragua, >50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Canada, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,56, Dominican-Republic, <=50K
68, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Poland, <=50K
36, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Vietnam, <=50K
20, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,8, Columbia, <=50K
54, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,45, Yugoslavia, >50K
28, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Black, Female,0,0,29, Jamaica, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,15, Yugoslavia, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Ecuador, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, Jamaica, <=50K
58, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,12, China, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,40, El-Salvador, >50K
47, Private, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male,0,0,50, Dominican-Republic, >50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,7687,0,10, Germany, <=50K
26, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,50, Cambodia, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, Canada, >50K
60, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,35, Thailand, <=50K
54, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,70, Scotland, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,3325,0,40, El-Salvador, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Other-relative, White, Female,0,0,40, Guatemala, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Haiti, <=50K
40, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
24, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Female,0,0,50, Dominican-Republic, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,59, Nicaragua, >50K
22, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, Japan, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,45, Japan, >50K
44, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,7298,0,40, France, >50K
62, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
20, Private, 12th, Married-civ-spouse, Other-service, Own-child, White, Male,0,1854,24, Poland, >50K
57, Federal-gov, 7th-8th, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, England, >50K
32, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Hong, <=50K
48, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Nicaragua, >50K
32, Self-emp-inc, Assoc-voc, Widowed, Other-service, Wife, White, Male,0,0,50, Jamaica, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Honduras, <=50K
20, Private, Masters, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, Yugoslavia, <=50K
28, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,29, Cuba, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,35, Ecuador, <=50K
68, Self-emp-not-inc, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,50, Hungary, >50K
38, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Dominican-Republic, >50K
61, Self-emp-not-inc, 12th, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Female,0,0,40, Jamaica, >50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Taiwan, >50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Thailand, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, Ecuador, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, >50K
31, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,60, Yugoslavia, >50K
46, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Taiwan, >50K
