Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.91,0.89,0.71,0.15
moral,0.79,0.74,0.43,0.08
verw,0.89,0.77,0.44,0.02
sparkont,0.72,0.72,0.34,0.09
beszeit,0.95,0.93,0.79,0.17
rate,0.91,0.91,0.71,0.3
famges,0.76,0.73,0.44,0.07
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.93,0.92,0.76,0.31
verm,0.98,0.98,0.94,0.58
weitkred,0.49,0.54,0.24,0.05
wohn,0.75,0.78,0.5,0.18
bishkred,0.65,0.57,0.32,0.01
beruf,0.68,0.66,0.34,0.01
pers,0.47,0.58,0.31,0.16
telef,0.98,0.98,0.96,0.74
gastarb,0.12,0.19,0.06,0.03
kredit,0.82,0.87,0.7,0.41
