Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.94,0.93,0.8,0.23
moral,0.79,0.75,0.43,0.09
verw,0.89,0.76,0.44,0.01
sparkont,0.79,0.79,0.43,0.13
beszeit,0.95,0.93,0.79,0.17
rate,0.92,0.91,0.73,0.3
famges,0.78,0.75,0.47,0.1
buerge,0.33,0.41,0.14,0.06
wohnzeit,0.93,0.92,0.76,0.29
verm,0.98,0.98,0.92,0.49
weitkred,0.52,0.56,0.26,0.06
wohn,0.74,0.78,0.49,0.18
bishkred,0.67,0.61,0.34,0.03
beruf,0.69,0.67,0.35,0.02
pers,0.59,0.68,0.42,0.22
telef,0.97,0.98,0.94,0.7
gastarb,0.34,0.45,0.21,0.1
kredit,0.9,0.93,0.82,0.52
