25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Dominican-Republic, <=50K
24, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,40, Ireland, >50K
19, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, England, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,80, El-Salvador, >50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
27, Private, 1st-4th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
63, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, Ecuador, >50K
39, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
73, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
60, Local-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,30, South, <=50K
24, Private, 1st-4th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
18, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Nicaragua, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,9, Canada, <=50K
54, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Poland, <=50K
61, Private, Bachelors, Divorced, Transport-moving, Unmarried, Black, Female,0,0,35, Vietnam, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Columbia, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,32, Yugoslavia, <=50K
41, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Japan, >50K
48, Private, Bachelors, Separated, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
25, Federal-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1887,40, Ecuador, >50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,50, Jamaica, <=50K
