25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Dominican-Republic, <=50K
24, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Ireland, >50K
19, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, England, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, El-Salvador, >50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
28, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
62, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Ecuador, <=50K
40, Private, Assoc-voc, Divorced, Craft-repair, Wife, Other, Male,0,0,40, Yugoslavia, <=50K
72, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
61, Local-gov, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,30, South, <=50K
24, Private, 12th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
18, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,25, Nicaragua, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, Canada, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, Black, Male,0,0,40, Cuba, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Poland, <=50K
61, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,0,36, Vietnam, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4779,0,40, China, >50K
21, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,0,0,32, Yugoslavia, <=50K
41, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Japan, >50K
49, Private, Bachelors, Widowed, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
26, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,1902,40, Ecuador, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,50, Jamaica, <=50K
22, Private, Some-college, Divorced, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, China, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, El-Salvador, >50K
22, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,60, Dominican-Republic, >50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Germany, <=50K
39, Private, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,60, Cambodia, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1954,40, Canada, >50K
40, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,48, Yugoslavia, <=50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, Trinadad&Tobago, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Puerto-Rico, <=50K
27, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, El-Salvador, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,35, Guatemala, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,2905,0,98, Ecuador, >50K
64, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,20, Dominican-Republic, <=50K
67, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,45, Outlying-US(Guam-USVI-etc), >50K
39, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Laos, <=50K
