Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.77
moral,0.76,0.71,0.39,0.06
verw,0.9,0.79,0.46,0.03
sparkont,0.99,0.99,0.98,0.69
beszeit,0.95,0.93,0.8,0.18
rate,0.91,0.91,0.72,0.3
famges,0.99,0.99,0.97,0.65
buerge,0.23,0.31,0.09,0.04
wohnzeit,0.92,0.91,0.74,0.29
verm,1.0,1.0,0.99,0.83
weitkred,0.47,0.52,0.23,0.05
wohn,1.0,1.0,0.99,0.8
bishkred,0.65,0.58,0.32,0.01
beruf,0.71,0.69,0.38,0.03
pers,0.5,0.6,0.34,0.17
telef,0.95,0.96,0.9,0.63
gastarb,0.98,0.99,0.97,0.78
kredit,0.76,0.82,0.61,0.34
