Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.81,0.78,0.46,0.11
verw,0.9,0.8,0.51,0.02
sparkont,1.0,1.0,0.99,0.81
beszeit,0.95,0.93,0.79,0.19
rate,0.91,0.91,0.71,0.3
famges,1.0,0.99,0.98,0.71
buerge,0.32,0.4,0.13,0.06
wohnzeit,0.94,0.94,0.81,0.38
verm,1.0,1.0,0.99,0.83
weitkred,0.57,0.61,0.31,0.06
wohn,1.0,1.0,0.99,0.84
bishkred,0.68,0.61,0.35,0.03
beruf,0.73,0.69,0.4,0.01
pers,0.62,0.71,0.45,0.24
telef,0.97,0.98,0.94,0.7
gastarb,1.0,1.0,0.99,0.87
kredit,0.88,0.91,0.78,0.48
