Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.92,0.9,0.75,0.17
moral,0.79,0.75,0.43,0.05
verw,0.9,0.8,0.49,0.01
sparkont,0.73,0.71,0.35,0.07
beszeit,0.95,0.93,0.79,0.19
rate,0.9,0.9,0.7,0.3
famges,0.8,0.77,0.49,0.11
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.92,0.91,0.74,0.3
verm,0.98,0.98,0.94,0.56
weitkred,0.49,0.53,0.24,0.04
wohn,0.71,0.75,0.45,0.15
bishkred,0.66,0.59,0.33,0.03
beruf,0.73,0.7,0.41,0.02
pers,0.62,0.7,0.44,0.23
telef,0.96,0.97,0.92,0.66
gastarb,0.23,0.33,0.13,0.07
kredit,0.82,0.87,0.7,0.41
