51, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
37, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,56, Iran, >50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, England, <=50K
25, Private, Prof-school, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,25, El-Salvador, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,70, United-States, >50K
71, Private, 9th, Married-civ-spouse, Protective-serv, Husband, Black, Female,13579,0,50, El-Salvador, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
51, Private, Bachelors, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,1982,40, Yugoslavia, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
37, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, South, <=50K
27, Private, 12th, Never-married, Other-service, Husband, White, Female,0,0,25, South, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1902,48, Ireland, >50K
66, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,48, Canada, >50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
65, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Poland, <=50K
34, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,7, Columbia, <=50K
52, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, >50K
26, Private, 9th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,24, Jamaica, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,12, Yugoslavia, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Black, Female,0,0,40, Jamaica, <=50K
55, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, China, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7687,0,40, El-Salvador, >50K
45, Private, Bachelors, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,48, Dominican-Republic, >50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,7298,0,10, Germany, <=50K
25, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,48, Canada, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,12, Canada, <=50K
57, State-gov, Some-college, Married-spouse-absent, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
33, Private, Some-college, Never-married, Farming-fishing, Unmarried, Black, Male,0,0,32, Thailand, <=50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,60, Puerto-Rico, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,2485,0,40, El-Salvador, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Guatemala, <=50K
38, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,45, Dominican-Republic, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Nicaragua, >50K
21, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Male,0,0,29, Japan, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Japan, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,5178,0,40, France, >50K
59, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,1887,24, Poland, >50K
54, Federal-gov, 7th-8th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
30, Local-gov, Doctorate, Married-spouse-absent, Other-service, Not-in-family, Black, Female,0,0,40, Hong, <=50K
46, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,48, Mexico, <=50K
30, Private, Assoc-voc, Separated, Other-service, Wife, Black, Male,0,0,48, Jamaica, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Yugoslavia, <=50K
26, Private, 9th, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,25, Cuba, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,29, Ecuador, <=50K
64, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, Hungary, >50K
35, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,57, Dominican-Republic, >50K
