Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.9,0.76,0.16
moral,0.8,0.77,0.45,0.09
verw,0.9,0.8,0.5,0.01
sparkont,0.71,0.71,0.33,0.08
beszeit,0.95,0.93,0.79,0.2
rate,0.89,0.89,0.67,0.28
famges,0.8,0.78,0.5,0.12
buerge,0.35,0.42,0.15,0.05
wohnzeit,0.93,0.93,0.77,0.33
verm,0.98,0.97,0.91,0.45
weitkred,0.55,0.59,0.29,0.07
wohn,0.71,0.75,0.45,0.16
bishkred,0.67,0.6,0.34,0.03
beruf,0.73,0.69,0.41,0.01
pers,0.61,0.7,0.44,0.23
telef,0.97,0.98,0.94,0.69
gastarb,0.23,0.33,0.13,0.07
kredit,0.88,0.91,0.79,0.49
