Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.82
moral,0.79,0.75,0.42,0.09
verw,0.88,0.77,0.43,0.02
sparkont,1.0,1.0,0.99,0.85
beszeit,0.95,0.94,0.79,0.23
rate,0.91,0.91,0.71,0.31
famges,1.0,1.0,0.99,0.75
buerge,0.28,0.36,0.11,0.05
wohnzeit,0.92,0.91,0.75,0.29
verm,1.0,1.0,0.98,0.76
weitkred,0.46,0.51,0.22,0.04
wohn,1.0,1.0,1.0,0.89
bishkred,0.65,0.58,0.32,0.02
beruf,0.72,0.69,0.39,0.02
pers,0.54,0.63,0.37,0.19
telef,0.95,0.96,0.9,0.63
gastarb,1.0,1.0,0.99,0.9
kredit,0.85,0.89,0.74,0.44
