Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.73
moral,0.78,0.74,0.42,0.06
verw,0.9,0.79,0.47,0.01
sparkont,0.99,0.98,0.94,0.56
beszeit,0.96,0.93,0.81,0.18
rate,0.93,0.93,0.78,0.36
famges,0.99,0.98,0.95,0.6
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.93,0.92,0.77,0.3
verm,1.0,1.0,1.0,0.87
weitkred,0.5,0.57,0.25,0.08
wohn,0.98,0.99,0.95,0.65
bishkred,0.65,0.58,0.32,0.01
beruf,0.7,0.68,0.37,0.02
pers,0.53,0.63,0.36,0.19
telef,0.98,0.98,0.95,0.73
gastarb,0.97,0.98,0.93,0.69
kredit,0.81,0.86,0.68,0.4
