,type,this_epoch,total_epochs,batch_num,loss
2,epoch,1,50,2,17770.324
5,epoch,2,50,2,16415.98
8,epoch,3,50,2,15875.464
11,epoch,4,50,2,15217.147
14,epoch,5,50,2,14149.644
17,epoch,6,50,2,12351.172
20,epoch,7,50,2,10475.688
23,epoch,8,50,2,8641.275
26,epoch,9,50,2,7767.9365
29,epoch,10,50,2,7006.365
32,epoch,11,50,2,6029.6943
35,epoch,12,50,2,5307.8174
38,epoch,13,50,2,4983.807
41,epoch,14,50,2,4501.0723
44,epoch,15,50,2,3875.441
47,epoch,16,50,2,3372.357
50,epoch,17,50,2,3078.1133
53,epoch,18,50,2,2884.837
56,epoch,19,50,2,2646.6504
59,epoch,20,50,2,2343.4546
62,epoch,21,50,2,2081.4045
65,epoch,22,50,2,1969.2009
68,epoch,23,50,2,1930.9663
71,epoch,24,50,2,1847.2327
74,epoch,25,50,2,1703.1249
77,epoch,26,50,2,1572.4075
80,epoch,27,50,2,1477.1907
83,epoch,28,50,2,1400.3954
86,epoch,29,50,2,1328.0681
89,epoch,30,50,2,1250.4199
92,epoch,31,50,2,1179.4299
95,epoch,32,50,2,1126.5826
98,epoch,33,50,2,1071.8226
101,epoch,34,50,2,1010.40247
104,epoch,35,50,2,957.0365
107,epoch,36,50,2,915.7827
110,epoch,37,50,2,881.61536
113,epoch,38,50,2,850.3826
116,epoch,39,50,2,825.7976
119,epoch,40,50,2,814.16125
122,epoch,41,50,2,793.27625
125,epoch,42,50,2,777.60596
128,epoch,43,50,2,790.25757
131,epoch,44,50,2,764.9167
134,epoch,45,50,2,778.2356
137,epoch,46,50,2,742.0646
140,epoch,47,50,2,712.1463
143,epoch,48,50,2,716.617
146,epoch,49,50,2,692.19946
149,epoch,50,50,2,669.2241
