Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.97,0.9,0.42
moral,0.81,0.77,0.46,0.08
verw,0.89,0.78,0.48,0.01
sparkont,0.9,0.89,0.63,0.23
beszeit,0.96,0.94,0.83,0.21
rate,0.91,0.91,0.71,0.3
famges,0.91,0.91,0.73,0.3
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.94,0.93,0.79,0.34
verm,1.0,1.0,0.99,0.77
weitkred,0.51,0.57,0.26,0.07
wohn,0.9,0.92,0.76,0.39
bishkred,0.69,0.63,0.36,0.02
beruf,0.74,0.72,0.42,0.03
pers,0.63,0.71,0.46,0.24
telef,0.97,0.98,0.93,0.69
gastarb,0.74,0.8,0.58,0.32
kredit,0.83,0.87,0.71,0.41
