Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.8
moral,0.8,0.77,0.45,0.07
verw,0.89,0.77,0.45,0.02
sparkont,1.0,1.0,1.0,0.88
beszeit,0.96,0.94,0.82,0.22
rate,0.93,0.93,0.76,0.35
famges,0.99,0.99,0.98,0.68
buerge,0.33,0.41,0.14,0.06
wohnzeit,0.91,0.9,0.72,0.27
verm,1.0,1.0,0.99,0.79
weitkred,0.52,0.56,0.26,0.05
wohn,1.0,1.0,0.99,0.85
bishkred,0.65,0.58,0.32,0.01
beruf,0.73,0.7,0.4,0.02
pers,0.52,0.62,0.35,0.18
telef,0.97,0.98,0.94,0.69
gastarb,0.98,0.99,0.97,0.77
kredit,0.84,0.88,0.72,0.43
