,type,this_epoch,total_epochs,batch_num,loss
48,epoch,1,50,48,57201.758
97,epoch,2,50,48,41216.684
146,epoch,3,50,48,38993.465
195,epoch,4,50,48,37838.902
244,epoch,5,50,48,36849.54
293,epoch,6,50,48,36334.89
342,epoch,7,50,48,34908.973
391,epoch,8,50,48,33570.71
440,epoch,9,50,48,32300.586
489,epoch,10,50,48,31012.406
538,epoch,11,50,48,29751.936
587,epoch,12,50,48,28576.742
636,epoch,13,50,48,27539.842
685,epoch,14,50,48,26669.605
734,epoch,15,50,48,25381.402
783,epoch,16,50,48,21636.322
832,epoch,17,50,48,20213.861
881,epoch,18,50,48,19591.428
930,epoch,19,50,48,18407.934
979,epoch,20,50,48,14860.171
1028,epoch,21,50,48,9264.428
1077,epoch,22,50,48,3325.727
1126,epoch,23,50,48,1410.1782
1175,epoch,24,50,48,1067.0338
1224,epoch,25,50,48,735.5029
1273,epoch,26,50,48,646.8794
1322,epoch,27,50,48,715.6444
1371,epoch,28,50,48,528.85376
1420,epoch,29,50,48,451.38824
1469,epoch,30,50,48,426.0564
1518,epoch,31,50,48,375.30945
1567,epoch,32,50,48,361.57428
1616,epoch,33,50,48,350.04453
1665,epoch,34,50,48,350.4133
1714,epoch,35,50,48,329.13797
1763,epoch,36,50,48,339.26797
1812,epoch,37,50,48,305.9027
1861,epoch,38,50,48,326.43478
1910,epoch,39,50,48,303.19003
1959,epoch,40,50,48,280.99606
2008,epoch,41,50,48,280.84573
2057,epoch,42,50,48,310.81863
2106,epoch,43,50,48,270.16846
2155,epoch,44,50,48,291.193
2204,epoch,45,50,48,264.05264
2253,epoch,46,50,48,260.13797
2302,epoch,47,50,48,268.8321
2351,epoch,48,50,48,279.0597
2400,epoch,49,50,48,252.31671
2449,epoch,50,50,48,266.46786
