Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.94,0.92,0.79,0.21
moral,0.8,0.77,0.44,0.08
verw,0.88,0.76,0.42,0.0
sparkont,0.75,0.75,0.38,0.07
beszeit,0.95,0.93,0.79,0.22
rate,0.9,0.89,0.68,0.25
famges,0.81,0.78,0.51,0.09
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.95,0.95,0.83,0.37
verm,0.98,0.98,0.93,0.5
weitkred,0.52,0.57,0.27,0.06
wohn,0.72,0.76,0.47,0.17
bishkred,0.65,0.58,0.32,0.02
beruf,0.7,0.68,0.37,0.02
pers,0.64,0.72,0.47,0.25
telef,0.96,0.97,0.93,0.68
gastarb,0.19,0.29,0.1,0.05
kredit,0.88,0.91,0.79,0.49
