Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.95,0.94,0.84,0.28
moral,0.8,0.77,0.44,0.11
verw,0.9,0.8,0.51,0.02
sparkont,0.76,0.76,0.39,0.11
beszeit,0.94,0.92,0.77,0.16
rate,0.89,0.89,0.67,0.26
famges,0.83,0.82,0.55,0.17
buerge,0.32,0.41,0.14,0.06
wohnzeit,0.94,0.93,0.78,0.35
verm,0.97,0.97,0.88,0.41
weitkred,0.55,0.6,0.29,0.08
wohn,0.73,0.76,0.47,0.17
bishkred,0.69,0.62,0.35,0.04
beruf,0.73,0.7,0.41,0.02
pers,0.62,0.71,0.45,0.24
telef,0.97,0.98,0.94,0.7
gastarb,0.25,0.36,0.14,0.07
kredit,0.89,0.92,0.8,0.5
