value,frequency,column
4,0.4,laufkont
1,0.27875,laufkont
2,0.26,laufkont
3,0.06125,laufkont
2,0.5225,moral
4,0.29875,moral
3,0.09125,moral
1,0.04625,moral
0,0.04125,moral
3,0.275,verw
0,0.235,verw
2,0.175,verw
1,0.11125,verw
9,0.09875,verw
6,0.04875,verw
5,0.02375,verw
10,0.0125,verw
4,0.01125,verw
8,0.00875,verw
1,0.60625,sparkont
5,0.18875,sparkont
2,0.1025,sparkont
3,0.0625,sparkont
4,0.04,sparkont
3,0.3425,beszeit
5,0.25125,beszeit
4,0.17625,beszeit
2,0.1675,beszeit
1,0.0625,beszeit
4,0.4775,rate
2,0.23875,rate
3,0.15,rate
1,0.13375,rate
3,0.555,famges
2,0.305,famges
4,0.085,famges
1,0.055,famges
1,0.91,buerge
3,0.05,buerge
2,0.04,buerge
4,0.4175,wohnzeit
2,0.3125,wohnzeit
3,0.14625,wohnzeit
1,0.12375,wohnzeit
3,0.3425,verm
1,0.2775,verm
2,0.22875,verm
4,0.15125,verm
3,0.81875,weitkred
1,0.135,weitkred
2,0.04625,weitkred
2,0.70625,wohn
1,0.18375,wohn
3,0.11,wohn
1,0.62875,bishkred
2,0.33625,bishkred
3,0.03,bishkred
4,0.005,bishkred
3,0.6375,beruf
2,0.1875,beruf
4,0.15125,beruf
1,0.02375,beruf
2,0.845,pers
1,0.155,pers
1,0.58,telef
2,0.42,telef
2,0.9625,gastarb
1,0.0375,gastarb
1,0.7025,kredit
0,0.2975,kredit
