Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.97,0.91,0.47
moral,0.78,0.73,0.42,0.07
verw,0.9,0.79,0.47,0.01
sparkont,0.91,0.91,0.67,0.26
beszeit,0.94,0.92,0.75,0.16
rate,0.9,0.9,0.7,0.29
famges,0.91,0.9,0.71,0.28
buerge,0.27,0.35,0.11,0.04
wohnzeit,0.93,0.92,0.77,0.3
verm,1.0,1.0,0.98,0.75
weitkred,0.47,0.51,0.23,0.03
wohn,0.89,0.9,0.73,0.34
bishkred,0.66,0.58,0.32,0.01
beruf,0.72,0.7,0.39,0.03
pers,0.53,0.63,0.36,0.19
telef,0.97,0.98,0.95,0.72
gastarb,0.71,0.78,0.55,0.3
kredit,0.79,0.85,0.66,0.37
