,type,this_epoch,total_epochs,batch_num,loss
1,epoch,1,1250,1,18819.863
3,epoch,2,1250,1,17408.834
5,epoch,3,1250,1,16918.525
7,epoch,4,1250,1,16740.602
9,epoch,5,1250,1,16304.506
11,epoch,6,1250,1,15884.107
13,epoch,7,1250,1,15651.63
15,epoch,8,1250,1,15226.909
17,epoch,9,1250,1,14410.468
19,epoch,10,1250,1,13460.802
21,epoch,11,1250,1,12556.599
23,epoch,12,1250,1,11536.803
25,epoch,13,1250,1,10428.651
27,epoch,14,1250,1,9483.472
29,epoch,15,1250,1,8681.78
31,epoch,16,1250,1,8183.519
33,epoch,17,1250,1,7832.4883
35,epoch,18,1250,1,7479.613
37,epoch,19,1250,1,6914.0254
39,epoch,20,1250,1,6379.559
41,epoch,21,1250,1,5955.811
43,epoch,22,1250,1,5692.522
45,epoch,23,1250,1,5551.7075
47,epoch,24,1250,1,5400.1704
49,epoch,25,1250,1,5194.407
51,epoch,26,1250,1,4919.405
53,epoch,27,1250,1,4610.363
55,epoch,28,1250,1,4303.18
57,epoch,29,1250,1,4011.6792
59,epoch,30,1250,1,3803.301
61,epoch,31,1250,1,3649.0315
63,epoch,32,1250,1,3553.1143
65,epoch,33,1250,1,3440.8809
67,epoch,34,1250,1,3345.402
69,epoch,35,1250,1,3216.4421
71,epoch,36,1250,1,3042.0005
73,epoch,37,1250,1,2848.7065
75,epoch,38,1250,1,2657.6042
77,epoch,39,1250,1,2487.632
79,epoch,40,1250,1,2347.3433
81,epoch,41,1250,1,2267.248
83,epoch,42,1250,1,2195.8672
85,epoch,43,1250,1,2149.796
87,epoch,44,1250,1,2088.6511
89,epoch,45,1250,1,2026.1504
91,epoch,46,1250,1,1956.2316
93,epoch,47,1250,1,1895.2534
95,epoch,48,1250,1,1832.2705
97,epoch,49,1250,1,1784.433
99,epoch,50,1250,1,1728.3445
101,epoch,51,1250,1,1674.7388
103,epoch,52,1250,1,1606.079
105,epoch,53,1250,1,1543.0234
107,epoch,54,1250,1,1479.2399
109,epoch,55,1250,1,1426.6243
111,epoch,56,1250,1,1375.1648
113,epoch,57,1250,1,1333.1044
115,epoch,58,1250,1,1299.3217
117,epoch,59,1250,1,1266.5065
119,epoch,60,1250,1,1242.1882
121,epoch,61,1250,1,1215.294
123,epoch,62,1250,1,1186.4901
125,epoch,63,1250,1,1154.3025
127,epoch,64,1250,1,1120.9149
129,epoch,65,1250,1,1092.2969
131,epoch,66,1250,1,1077.4227
133,epoch,67,1250,1,1069.9241
135,epoch,68,1250,1,1074.3165
137,epoch,69,1250,1,1072.0486
139,epoch,70,1250,1,1050.0442
141,epoch,71,1250,1,1010.3533
143,epoch,72,1250,1,988.4495
145,epoch,73,1250,1,971.0082
147,epoch,74,1250,1,950.1333
149,epoch,75,1250,1,935.78186
151,epoch,76,1250,1,919.35895
153,epoch,77,1250,1,906.55945
155,epoch,78,1250,1,903.9291
157,epoch,79,1250,1,895.45404
159,epoch,80,1250,1,873.4178
161,epoch,81,1250,1,855.69727
163,epoch,82,1250,1,858.2791
165,epoch,83,1250,1,862.1397
167,epoch,84,1250,1,846.08295
169,epoch,85,1250,1,823.2071
171,epoch,86,1250,1,811.8563
173,epoch,87,1250,1,816.763
175,epoch,88,1250,1,820.0813
177,epoch,89,1250,1,803.75183
179,epoch,90,1250,1,784.2347
181,epoch,91,1250,1,774.66693
183,epoch,92,1250,1,774.0496
185,epoch,93,1250,1,774.4265
187,epoch,94,1250,1,766.82367
189,epoch,95,1250,1,759.1054
191,epoch,96,1250,1,752.361
193,epoch,97,1250,1,746.6906
195,epoch,98,1250,1,741.25903
197,epoch,99,1250,1,732.66864
199,epoch,100,1250,1,724.2188
201,epoch,101,1250,1,715.55194
203,epoch,102,1250,1,709.0936
205,epoch,103,1250,1,705.9938
207,epoch,104,1250,1,704.18243
209,epoch,105,1250,1,703.4559
211,epoch,106,1250,1,702.2074
213,epoch,107,1250,1,704.1659
215,epoch,108,1250,1,711.8504
217,epoch,109,1250,1,730.2823
219,epoch,110,1250,1,760.65717
221,epoch,111,1250,1,786.3371
223,epoch,112,1250,1,780.73346
225,epoch,113,1250,1,735.0119
227,epoch,114,1250,1,704.10785
229,epoch,115,1250,1,707.9606
231,epoch,116,1250,1,712.34454
233,epoch,117,1250,1,684.78253
235,epoch,118,1250,1,661.18524
237,epoch,119,1250,1,678.7985
239,epoch,120,1250,1,688.52545
241,epoch,121,1250,1,659.82855
243,epoch,122,1250,1,636.34106
245,epoch,123,1250,1,649.4507
247,epoch,124,1250,1,663.0186
249,epoch,125,1250,1,643.0095
251,epoch,126,1250,1,623.93823
253,epoch,127,1250,1,630.9274
255,epoch,128,1250,1,635.9537
257,epoch,129,1250,1,623.75104
259,epoch,130,1250,1,616.6762
261,epoch,131,1250,1,621.53937
263,epoch,132,1250,1,617.40857
265,epoch,133,1250,1,606.59296
267,epoch,134,1250,1,604.03326
269,epoch,135,1250,1,608.8487
271,epoch,136,1250,1,607.45166
273,epoch,137,1250,1,597.6195
275,epoch,138,1250,1,594.8853
277,epoch,139,1250,1,596.1999
279,epoch,140,1250,1,593.878
281,epoch,141,1250,1,588.6392
283,epoch,142,1250,1,585.5569
285,epoch,143,1250,1,587.2653
287,epoch,144,1250,1,586.70355
289,epoch,145,1250,1,583.3599
291,epoch,146,1250,1,580.42395
293,epoch,147,1250,1,580.68634
295,epoch,148,1250,1,580.4884
297,epoch,149,1250,1,580.31964
299,epoch,150,1250,1,577.9241
301,epoch,151,1250,1,580.24365
303,epoch,152,1250,1,583.35626
305,epoch,153,1250,1,591.97174
307,epoch,154,1250,1,600.6499
309,epoch,155,1250,1,615.88776
311,epoch,156,1250,1,627.4868
313,epoch,157,1250,1,633.01953
315,epoch,158,1250,1,614.45557
317,epoch,159,1250,1,585.2375
319,epoch,160,1250,1,560.63385
321,epoch,161,1250,1,560.9823
323,epoch,162,1250,1,578.28
325,epoch,163,1250,1,589.5382
327,epoch,164,1250,1,586.23047
329,epoch,165,1250,1,565.77454
331,epoch,166,1250,1,552.7103
333,epoch,167,1250,1,555.1409
335,epoch,168,1250,1,565.10565
337,epoch,169,1250,1,571.3319
339,epoch,170,1250,1,562.7378
341,epoch,171,1250,1,552.11865
343,epoch,172,1250,1,546.6262
345,epoch,173,1250,1,549.70197
347,epoch,174,1250,1,556.1801
349,epoch,175,1250,1,555.23737
351,epoch,176,1250,1,550.7047
353,epoch,177,1250,1,543.9623
355,epoch,178,1250,1,541.77454
357,epoch,179,1250,1,543.923
359,epoch,180,1250,1,545.22943
361,epoch,181,1250,1,545.9065
363,epoch,182,1250,1,542.25714
365,epoch,183,1250,1,539.26184
367,epoch,184,1250,1,537.1244
369,epoch,185,1250,1,536.6359
371,epoch,186,1250,1,537.97565
373,epoch,187,1250,1,537.7847
375,epoch,188,1250,1,538.07385
377,epoch,189,1250,1,536.0827
379,epoch,190,1250,1,534.7357
381,epoch,191,1250,1,532.914
383,epoch,192,1250,1,531.61127
385,epoch,193,1250,1,531.11816
387,epoch,194,1250,1,530.255
389,epoch,195,1250,1,530.5096
391,epoch,196,1250,1,529.6594
393,epoch,197,1250,1,530.1319
395,epoch,198,1250,1,529.58417
397,epoch,199,1250,1,530.8505
399,epoch,200,1250,1,532.4236
401,epoch,201,1250,1,537.9293
403,epoch,202,1250,1,548.31824
405,epoch,203,1250,1,570.29065
407,epoch,204,1250,1,607.9307
409,epoch,205,1250,1,658.336
411,epoch,206,1250,1,690.3953
413,epoch,207,1250,1,654.3305
415,epoch,208,1250,1,579.0713
417,epoch,209,1250,1,564.6088
419,epoch,210,1250,1,616.53064
421,epoch,211,1250,1,629.91766
423,epoch,212,1250,1,571.52673
425,epoch,213,1250,1,546.2889
427,epoch,214,1250,1,582.8902
429,epoch,215,1250,1,564.2327
