Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.96,0.96,0.86,0.36
moral,0.78,0.73,0.41,0.07
verw,0.9,0.79,0.47,0.01
sparkont,0.85,0.84,0.52,0.18
beszeit,0.94,0.92,0.75,0.16
rate,0.9,0.9,0.7,0.3
famges,0.87,0.86,0.62,0.21
buerge,0.27,0.35,0.11,0.04
wohnzeit,0.93,0.92,0.77,0.3
verm,0.99,0.99,0.96,0.64
weitkred,0.48,0.51,0.23,0.03
wohn,0.82,0.85,0.61,0.26
bishkred,0.66,0.58,0.32,0.01
beruf,0.72,0.7,0.39,0.03
pers,0.53,0.63,0.36,0.19
telef,0.98,0.98,0.95,0.73
gastarb,0.54,0.63,0.37,0.19
kredit,0.79,0.85,0.66,0.37
