68, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, Ireland, >50K
48, Private, 9th, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,9, England, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, El-Salvador, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
26, Private, 12th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Ecuador, <=50K
36, Private, Bachelors, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,60, Yugoslavia, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, Ecuador, <=50K
37, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,35, South, <=50K
39, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, South, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Ireland, <=50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,48, Nicaragua, >50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Canada, <=50K
23, Private, Masters, Married-civ-spouse, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Poland, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, >50K
43, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,60, Yugoslavia, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, >50K
41, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
59, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, Jamaica, >50K
32, Private, Some-college, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,30, China, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, England, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,30, Dominican-Republic, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,65, Germany, <=50K
30, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,50, Canada, >50K
27, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,80, Yugoslavia, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,2000,40, Trinadad&Tobago, >50K
17, Private, 12th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,9, Scotland, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,70, El-Salvador, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1977,40, Haiti, >50K
53, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
26, Private, Doctorate, Never-married, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
28, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Other, Male,7298,0,42, Japan, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Japan, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
28, Private, Assoc-acdm, Never-married, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
49, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Poland, >50K
24, Local-gov, 11th, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,38, France, <=50K
22, Local-gov, Doctorate, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Hong, <=50K
40, Federal-gov, HS-grad, Widowed, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,30, Nicaragua, <=50K
49, Self-emp-inc, Assoc-acdm, Widowed, Other-service, Wife, Black, Male,0,0,40, Japan, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,37, Honduras, <=50K
24, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
43, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, Other, Male,0,0,50, Cuba, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
53, Self-emp-not-inc, Assoc-acdm, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
54, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Dominican-Republic, >50K
23, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,35, Jamaica, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, >50K
38, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Taiwan, >50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
37, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
