value,frequency,column
 Private,0.6686559741390029,work_class
 Self-emp-not-inc,0.10195200795722989,work_class
 Local-gov,0.09498943180405321,work_class
 State-gov,0.0624974097558954,work_class
 Federal-gov,0.04272866674955448,work_class
 Self-emp-inc,0.028471963197811763,work_class
 Without-pay,0.0007045463964524016,work_class
 HS-grad,0.3109950681752248,education
 Some-college,0.23254175473496622,education
 Bachelors,0.19938663019602967,education
 Masters,0.057524141075054915,education
 Assoc-voc,0.03518587591694641,education
 10th,0.03286501719922085,education
 11th,0.03004683161341125,education
 Assoc-acdm,0.026689875253843923,education
 Prof-school,0.02051473330846699,education
 7th-8th,0.01637034274109992,education
 Doctorate,0.012267396079406523,education
 12th,0.009159103153881222,education
 5th-6th,0.006589581002113639,education
 9th,0.005263376020556178,education
 1st-4th,0.003315512453893655,education
 Preschool,0.0012847610758837914,education
 Married-civ-spouse,0.43159683368560653,marital_status
 Never-married,0.3407932363545941,marital_status
 Divorced,0.1391271913465125,marital_status
 Widowed,0.03526876372829375,marital_status
 Separated,0.03203613908574744,marital_status
 Married-spouse-absent,0.021012060176551037,marital_status
 Married-AF-spouse,0.00016577562269468274,marital_status
 Craft-repair,0.17402295992374323,occupation
 Sales,0.13804964979899706,occupation
 Prof-specialty,0.13469269343942974,occupation
 Exec-managerial,0.12362717062455966,occupation
 Other-service,0.10800281818558581,occupation
 Adm-clerical,0.09349745119980107,occupation
 Machine-op-inspct,0.07410170334452319,occupation
 Transport-moving,0.038377056653819054,occupation
 Farming-fishing,0.03560031497368312,occupation
 Handlers-cleaners,0.02822329976376974,occupation
 Tech-support,0.027145758216254298,occupation
 Protective-serv,0.01939574785527788,occupation
 Priv-house-serv,0.004434497907082764,occupation
 Armed-Forces,0.0008288781134734137,occupation
 Husband,0.3986489286750383,relationship
 Not-in-family,0.23262464254631357,relationship
 Own-child,0.16013925152306355,relationship
 Unmarried,0.11732769696216172,relationship
 Wife,0.08135438683741555,relationship
 Other-relative,0.009905093456007295,relationship
 White,0.8128393219777031,race
 Black,0.1262381366820009,race
 Asian-Pac-Islander,0.0398690372580712,race
 Amer-Indian-Eskimo,0.010692527663807037,race
 Other,0.010360976418417671,race
 Male,0.6584193294376062,sex
 Female,0.3415806705623938,sex
 United-States,0.9232458866923619,native_country
 Mexico,0.013179162004227278,native_country
 Philippines,0.004766049152472129,native_country
 India,0.0036470636992830202,native_country
 Germany,0.0035227319822620086,native_country
 Canada,0.0035227319822620086,native_country
 Italy,0.0031082929255253017,native_country
 El-Salvador,0.0029839612085042896,native_country
 Jamaica,0.002693853868788595,native_country
 Cuba,0.0024037465290728996,native_country
 China,0.0023208587177255585,native_country
 England,0.002279414812051888,native_country
 Vietnam,0.0020721952836835343,native_country
 Puerto-Rico,0.0020721952836835343,native_country
 Dominican-Republic,0.0020307513780098638,native_country
 South,0.0019893074723361928,native_country
 Guatemala,0.0019064196609888517,native_country
 Columbia,0.0019064196609888517,native_country
 Japan,0.0018235318496415101,native_country
 Taiwan,0.0013676488872311327,native_country
 Poland,0.0011604293588627793,native_country
 Haiti,0.0011604293588627793,native_country
 Iran,0.0011604293588627793,native_country
 Ecuador,0.0010360976418417672,native_country
 Greece,0.0010360976418417672,native_country
 Trinadad&Tobago,0.0010360976418417672,native_country
 Peru,0.0009946537361680964,native_country
 Ireland,0.0009946537361680964,native_country
 Portugal,0.0009532098304944258,native_country
 Cambodia,0.0008703220191470844,native_country
 Nicaragua,0.0008703220191470844,native_country
 Scotland,0.0008288781134734137,native_country
 Hungary,0.0007045463964524016,native_country
 France,0.0007045463964524016,native_country
 Hong,0.000663102490778731,native_country
 Laos,0.0006216585851050603,native_country
 Yugoslavia,0.000538770773757719,native_country
 Outlying-US(Guam-USVI-etc),0.000538770773757719,native_country
 Holand-Netherlands,0.0004973268680840482,native_country
 Honduras,0.00041443905673670687,native_country
 Thailand,0.0003729951510630362,native_country
 <=50K,0.7818392805337975,income
 >50K,0.2181607194662025,income
