Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.78
moral,0.81,0.78,0.47,0.08
verw,0.9,0.8,0.5,0.02
sparkont,1.0,1.0,0.98,0.73
beszeit,0.95,0.93,0.78,0.18
rate,0.91,0.91,0.71,0.31
famges,0.99,0.99,0.97,0.66
buerge,0.3,0.38,0.13,0.06
wohnzeit,0.92,0.91,0.74,0.23
verm,1.0,1.0,1.0,0.87
weitkred,0.56,0.61,0.3,0.07
wohn,1.0,1.0,0.99,0.79
bishkred,0.66,0.59,0.32,0.03
beruf,0.68,0.65,0.35,0.01
pers,0.59,0.68,0.42,0.22
telef,0.97,0.98,0.93,0.69
gastarb,0.99,0.99,0.97,0.79
kredit,0.84,0.88,0.72,0.43
