laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
3 36 4 1 5237 5 5 4 3 1 2 3 38 3 2 2 4 1 2 2 1
3 18 3 1 8078 5 3 1 2 1 2 1 23 3 3 2 3 1 2 2 1
4 24 3 0 1547 3 5 4 1 1 4 3 40 2 1 2 3 1 2 2 1
2 24 0 9 3868 5 3 2 2 1 2 1 35 3 3 2 3 2 1 1 1
2 18 2 2 1921 1 3 4 4 1 4 3 20 3 1 2 3 2 1 1 0
2 9 1 0 5035 1 5 2 4 1 4 2 74 1 2 1 4 1 2 1 0
2 24 2 0 4778 4 4 2 3 1 1 1 31 3 3 1 3 2 2 2 0
3 18 4 2 1854 5 1 2 1 1 2 2 31 3 1 2 2 2 1 2 0
2 12 4 2 1224 2 3 4 2 1 4 3 22 1 1 2 2 2 1 2 1
3 24 2 3 1251 3 3 4 4 1 4 4 36 3 3 1 4 2 2 1 1
1 36 2 3 5300 4 3 4 2 1 3 1 24 3 3 1 3 2 1 2 1
3 48 3 9 3438 2 3 2 2 1 1 3 27 2 1 2 3 2 1 2 1
4 15 1 3 1275 3 5 4 2 1 4 2 37 3 3 2 2 2 1 1 1
1 18 2 2 1507 4 3 4 4 1 3 4 43 3 1 2 1 2 1 2 0
2 18 4 3 1525 3 5 4 1 1 4 2 45 3 1 2 3 2 2 1 1
2 24 4 2 1331 2 2 4 4 1 3 4 39 1 1 1 4 2 2 1 0
4 24 2 1 1746 5 3 4 2 1 4 1 29 3 1 1 4 2 2 2 1
4 36 2 3 4168 3 5 4 1 1 2 4 30 3 2 1 4 2 1 2 0
3 48 0 9 15913 3 5 2 1 1 4 2 57 2 3 1 3 2 2 2 0
4 24 4 3 937 3 5 4 3 1 4 2 25 2 2 1 3 2 1 1 0
1 24 2 2 3950 1 3 4 2 1 4 4 28 3 2 1 3 2 1 2 1
4 6 4 3 662 3 5 4 3 1 4 2 36 3 1 2 3 2 1 1 1
1 4 2 4 3202 2 4 1 4 1 4 4 74 3 2 1 2 2 1 1 1
2 18 1 2 1883 3 2 1 3 1 1 1 23 2 1 1 3 2 1 1 0
3 15 1 0 929 1 4 4 1 1 2 4 33 3 2 2 3 2 1 2 0
2 24 2 0 1337 5 3 4 4 1 4 3 25 3 1 1 3 2 1 1 0
1 10 4 9 2066 1 2 1 1 1 3 3 23 3 2 2 3 2 1 2 1
2 36 2 2 3191 1 3 4 4 1 2 2 28 3 3 1 4 2 2 1 0
3 10 2 0 1214 1 5 4 4 3 4 3 48 3 2 1 2 1 1 2 1
