laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
4 15 4 3 945 4 4 3 2 1 2 2 30 3 2 2 3 2 2 2 1
2 48 2 3 4030 5 5 4 3 1 1 2 41 3 3 2 3 1 2 2 1
3 12 2 2 2133 1 5 4 1 3 4 3 29 3 1 1 3 1 1 2 0
2 24 1 9 3854 5 3 3 3 1 2 1 32 3 3 1 3 2 1 1 1
1 12 2 6 708 1 5 4 3 1 4 4 41 1 1 3 2 2 1 1 0
2 12 4 0 2366 1 4 2 4 1 3 3 36 3 2 1 4 2 2 1 1
3 18 0 1 8346 4 3 1 2 1 1 1 23 3 3 1 3 2 2 2 1
2 24 2 0 1189 5 2 4 1 1 1 1 26 3 2 1 3 2 1 2 0
1 24 2 0 1336 1 2 4 2 1 3 3 25 2 1 1 2 2 2 2 0
2 20 4 0 1593 1 4 4 4 1 4 3 30 3 3 2 3 2 2 2 1
1 12 4 3 1736 3 5 2 3 1 4 1 63 3 3 2 4 2 2 2 1
2 12 2 4 1037 4 2 1 2 3 4 1 19 3 1 1 2 2 1 2 1
4 8 2 4 896 1 2 3 2 1 2 2 26 3 2 1 3 2 2 1 1
2 48 3 9 6407 3 5 4 4 1 4 4 59 3 1 2 1 2 1 2 0
3 12 4 3 611 2 5 4 2 1 4 1 55 3 1 2 2 2 2 1 1
3 12 2 2 1552 1 4 2 3 1 4 3 36 2 2 1 3 2 2 1 1
3 6 2 2 736 3 3 2 2 1 1 1 65 3 1 1 3 2 1 2 1
4 71 2 3 5803 2 3 2 2 1 2 4 24 3 2 1 3 2 1 2 0
2 10 2 0 3943 1 2 1 1 1 1 1 37 3 2 1 2 2 1 2 0
2 18 3 2 3991 1 3 2 3 1 4 3 41 3 2 1 3 2 1 1 0
1 21 4 3 1583 1 2 4 2 1 3 4 34 3 2 2 4 2 2 2 1
4 6 4 2 1053 1 3 2 2 1 4 1 49 3 1 1 2 2 1 1 1
1 12 1 3 1409 1 4 4 4 1 3 3 26 3 2 1 3 2 1 2 1
4 24 4 1 5175 3 5 2 3 1 4 2 44 3 1 2 3 2 1 1 1
2 12 2 2 1472 1 1 4 1 1 1 4 33 1 2 3 2 2 2 2 1
2 30 4 0 4135 5 3 4 4 1 4 4 26 3 1 2 3 2 1 2 0
1 24 4 9 2764 1 4 4 1 1 3 2 33 3 2 2 3 1 2 2 1
2 6 1 3 553 1 4 3 4 1 1 1 26 3 2 1 2 2 1 1 1
4 12 2 3 395 1 3 4 2 3 1 2 42 3 2 2 3 2 1 2 1
1 24 4 2 1587 4 5 4 3 1 4 1 58 2 2 1 2 2 2 1 1
4 24 4 1 2213 5 5 4 3 1 4 1 43 3 2 2 3 1 2 2 1
1 15 2 0 2576 5 3 2 2 1 4 1 23 3 1 1 3 2 1 2 1
3 27 3 3 5095 4 5 3 3 1 4 2 48 3 1 1 3 1 2 2 1
4 15 4 3 1572 5 5 4 3 1 4 4 33 2 2 1 2 1 1 2 1
1 60 2 3 7173 1 5 4 3 1 3 4 36 3 3 1 3 2 1 2 0
3 6 4 3 693 5 5 4 3 1 4 4 36 3 3 2 3 2 1 1 1
2 20 4 0 3250 2 5 2 3 1 4 2 43 3 3 2 3 2 2 2 1
1 36 2 2 5297 1 2 3 3 1 1 2 29 3 2 1 3 2 1 1 0
4 36 4 1 10501 1 5 2 3 1 4 1 42 3 3 2 3 2 1 1 1
2 12 2 0 1250 1 1 2 4 1 4 4 49 3 2 1 3 1 2 1 1
4 12 2 3 6288 5 3 1 3 1 1 3 28 3 1 2 3 1 1 2 0
2 24 3 1 2995 1 3 4 3 1 4 1 32 1 3 2 3 1 2 2 1
1 24 0 2 6965 1 2 3 3 1 1 2 55 1 1 1 3 2 2 2 0
1 12 2 3 698 1 3 4 3 1 2 1 40 3 1 1 2 2 1 2 1
4 38 4 1 14224 1 4 4 4 1 4 3 29 2 2 1 4 2 2 2 0
1 24 2 2 1953 1 2 4 1 1 3 2 32 3 2 1 3 2 1 2 0
2 18 2 0 888 1 5 2 3 1 4 3 36 3 2 1 3 1 2 2 1
4 24 4 1 7503 1 5 2 2 3 4 1 29 3 1 1 2 2 2 2 1
1 12 2 0 1474 1 1 2 1 1 4 4 66 3 3 2 3 2 1 2 1
1 12 2 1 2443 3 4 4 2 1 4 3 26 3 1 1 3 2 2 2 1
1 12 4 2 2674 1 5 2 3 1 4 3 34 3 2 2 3 2 1 2 1
1 12 2 2 3654 1 3 1 3 1 1 3 31 3 3 1 3 1 1 1 1
1 42 4 1 3441 1 1 4 4 1 4 4 65 3 1 2 3 2 1 2 1
3 18 2 2 1906 2 2 2 2 1 1 1 27 3 1 1 3 2 1 2 0
4 18 4 3 1835 1 3 4 4 1 2 3 24 3 2 2 3 2 1 1 1
1 18 4 1 1117 1 5 4 2 1 4 3 64 3 2 1 1 2 1 2 1
1 30 4 3 6607 5 2 2 3 1 3 2 36 3 3 2 3 2 1 2 1
4 24 4 9 1933 3 3 3 3 1 2 3 33 3 2 2 3 2 1 2 1
2 7 2 3 1410 4 3 4 3 3 1 1 33 3 2 1 3 2 1 2 1
