Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.82,0.79,0.47,0.12
verw,0.88,0.75,0.43,0.0
sparkont,1.0,0.99,0.98,0.7
beszeit,0.95,0.94,0.79,0.22
rate,0.9,0.9,0.68,0.29
famges,0.99,0.99,0.97,0.67
buerge,0.35,0.43,0.15,0.06
wohnzeit,0.94,0.94,0.81,0.35
verm,1.0,1.0,0.99,0.83
weitkred,0.53,0.58,0.27,0.07
wohn,1.0,1.0,0.99,0.8
bishkred,0.65,0.56,0.32,0.0
beruf,0.75,0.71,0.43,0.02
pers,0.62,0.71,0.45,0.24
telef,0.97,0.98,0.94,0.71
gastarb,0.99,0.99,0.97,0.79
kredit,0.87,0.9,0.77,0.47
