value,frequency,column
4,0.405,laufkont
1,0.27125,laufkont
2,0.2575,laufkont
3,0.06625,laufkont
2,0.53375,moral
4,0.2775,moral
3,0.09,moral
1,0.05,moral
0,0.04875,moral
3,0.28125,verw
0,0.2425,verw
2,0.175,verw
1,0.10375,verw
9,0.09375,verw
6,0.04875,verw
5,0.02125,verw
10,0.0125,verw
4,0.01125,verw
8,0.01,verw
1,0.61,sparkont
5,0.18625,sparkont
2,0.09625,sparkont
3,0.05625,sparkont
4,0.05125,sparkont
3,0.3525,beszeit
5,0.245,beszeit
2,0.1725,beszeit
4,0.1725,beszeit
1,0.0575,beszeit
4,0.47875,rate
2,0.2325,rate
3,0.15625,rate
1,0.1325,rate
3,0.565,famges
2,0.3075,famges
4,0.07875,famges
1,0.04875,famges
1,0.9075,buerge
3,0.05,buerge
2,0.0425,buerge
4,0.40375,wohnzeit
2,0.31125,wohnzeit
3,0.1525,wohnzeit
1,0.1325,wohnzeit
3,0.335,verm
1,0.28375,verm
2,0.225,verm
4,0.15625,verm
3,0.82,weitkred
1,0.13125,weitkred
2,0.04875,weitkred
2,0.7125,wohn
1,0.1825,wohn
3,0.105,wohn
1,0.635,bishkred
2,0.3375,bishkred
3,0.02125,bishkred
4,0.00625,bishkred
3,0.625,beruf
2,0.2025,beruf
4,0.15375,beruf
1,0.01875,beruf
2,0.835,pers
1,0.165,pers
1,0.60125,telef
2,0.39875,telef
2,0.96125,gastarb
1,0.03875,gastarb
1,0.6925,kredit
0,0.3075,kredit
