Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.8,0.75,0.44,0.04
verw,0.91,0.84,0.57,0.03
sparkont,1.0,1.0,1.0,0.89
beszeit,0.94,0.92,0.77,0.16
rate,0.9,0.9,0.68,0.24
famges,1.0,1.0,0.99,0.77
buerge,0.33,0.4,0.14,0.05
wohnzeit,0.94,0.94,0.81,0.36
verm,0.99,0.99,0.98,0.71
weitkred,0.5,0.55,0.25,0.05
wohn,1.0,1.0,1.0,0.89
bishkred,0.67,0.6,0.33,0.02
beruf,0.75,0.72,0.42,0.03
pers,0.62,0.7,0.45,0.24
telef,0.95,0.96,0.91,0.64
gastarb,1.0,1.0,0.99,0.9
kredit,0.84,0.88,0.72,0.43
