36, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
24, Private, Some-college, Divorced, Sales, Other-relative, White, Male,0,0,10, Japan, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, France, <=50K
52, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, England, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Husband, Other, Male,0,0,50, United-States, <=50K
54, Private, 1st-4th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,54, England, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
27, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,54, Yugoslavia, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, Ecuador, <=50K
44, Local-gov, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
42, Private, 12th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Japan, >50K
23, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,11, Poland, >50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Canada, <=50K
60, Self-emp-not-inc, Masters, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,38, Taiwan, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Other, Female,0,0,40, Vietnam, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Columbia, >50K
37, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,43, Yugoslavia, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Nicaragua, <=50K
64, Private, Bachelors, Widowed, Exec-managerial, Husband, Black, Male,0,0,20, Yugoslavia, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, El-Salvador, >50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,50, Nicaragua, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,1942,40, United-States, <=50K
28, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,35, Columbia, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,30, England, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,30, Ecuador, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,35, Guatemala, <=50K
30, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,30, Canada, >50K
31, State-gov, Some-college, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,24, Yugoslavia, <=50K
36, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,15, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Other-relative, Amer-Indian-Eskimo, Female,0,0,44, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,10, England, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Honduras, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,47, Honduras, >50K
