Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.96,0.88,0.38
moral,0.82,0.79,0.48,0.1
verw,0.89,0.78,0.48,0.01
sparkont,0.9,0.9,0.65,0.22
beszeit,0.93,0.91,0.74,0.16
rate,0.91,0.91,0.72,0.31
famges,0.91,0.9,0.71,0.28
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.95,0.94,0.82,0.37
verm,0.99,0.99,0.98,0.75
weitkred,0.51,0.56,0.26,0.06
wohn,0.88,0.9,0.71,0.34
bishkred,0.67,0.59,0.33,0.02
beruf,0.74,0.73,0.42,0.04
pers,0.6,0.69,0.43,0.23
telef,0.94,0.96,0.9,0.62
gastarb,0.71,0.78,0.55,0.3
kredit,0.83,0.88,0.72,0.42
