value,frequency,column
Male,0.8111831442463533,sex
Female,0.18881685575364668,sex
25 - 45,0.5696920583468396,age_cat
Less than 25,0.2200162074554295,age_cat
Greater than 45,0.21029173419773095,age_cat
African-American,0.5162074554294975,race
Caucasian,0.34177471636953,race
Hispanic,0.08103727714748785,race
Other,0.05490275526742301,race
Asian,0.004457050243111832,race
Native American,0.0016207455429497568,race
F,0.6422204213938412,c_charge_degree
M,0.35777957860615883,c_charge_degree
0,0.5174230145867099,is_recid
1,0.48257698541329014,is_recid
Low,0.5500405186385737,score_text
Medium,0.26296596434359804,score_text
High,0.1869935170178282,score_text
0,0.5459886547811994,two_year_recid
1,0.45401134521880065,two_year_recid
