37, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
24, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,30, Ireland, >50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,4761,0,40, England, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, El-Salvador, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
78, Private, 10th, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,35, El-Salvador, >50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
20, Private, 11th, Married-spouse-absent, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,8, Yugoslavia, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,7298,0,40, Dominican-Republic, >50K
41, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,50, South, <=50K
18, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,1901,40, Ireland, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,50, Nicaragua, >50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Canada, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Poland, >50K
30, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, Columbia, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, Yugoslavia, >50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,1902,40, Japan, >50K
40, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
25, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, Ecuador, <=50K
49, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,35, Jamaica, <=50K
51, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,8576,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, China, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,30, El-Salvador, <=50K
29, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Germany, <=50K
34, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, >50K
25, State-gov, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,50, Yugoslavia, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, Black, Male,0,0,25, Thailand, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Scotland, <=50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, El-Salvador, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Guatemala, <=50K
52, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Ecuador, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,65, Dominican-Republic, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Nicaragua, >50K
57, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,15024,0,60, Japan, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,45, Japan, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,60, France, >50K
29, Private, Assoc-acdm, Never-married, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
21, Private, 12th, Never-married, Other-service, Own-child, Black, Male,0,0,10, Poland, <=50K
23, Local-gov, 12th, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Hong, <=50K
32, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
44, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Wife, Black, Male,0,1902,47, Japan, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,43, Honduras, <=50K
36, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
38, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, Other, Male,0,0,50, Cuba, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Ecuador, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, India, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Husband, Other, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,4025,0,40, Cuba, >50K
50, Self-emp-inc, 10th, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Japan, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Taiwan, >50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, Thailand, <=50K
29, Private, 11th, Married-spouse-absent, Adm-clerical, Own-child, Other, Female,0,0,37, Ecuador, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,15, Canada, >50K
