Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.78
moral,0.78,0.73,0.42,0.07
verw,0.9,0.78,0.46,0.01
sparkont,1.0,0.99,0.98,0.7
beszeit,0.94,0.92,0.75,0.16
rate,0.91,0.91,0.72,0.31
famges,0.99,0.99,0.97,0.67
buerge,0.26,0.34,0.11,0.04
wohnzeit,0.93,0.92,0.77,0.31
verm,1.0,1.0,0.99,0.83
weitkred,0.47,0.51,0.23,0.03
wohn,0.99,0.99,0.98,0.76
bishkred,0.65,0.57,0.31,0.01
beruf,0.71,0.7,0.38,0.03
pers,0.53,0.63,0.36,0.19
telef,0.97,0.98,0.95,0.71
gastarb,0.99,0.99,0.97,0.79
kredit,0.79,0.85,0.66,0.37
