Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.82
moral,0.79,0.76,0.44,0.08
verw,0.89,0.77,0.44,0.02
sparkont,1.0,1.0,1.0,0.86
beszeit,0.94,0.93,0.77,0.2
rate,0.93,0.93,0.76,0.33
famges,1.0,0.99,0.98,0.71
buerge,0.32,0.4,0.13,0.06
wohnzeit,0.91,0.9,0.72,0.29
verm,1.0,1.0,0.99,0.8
weitkred,0.48,0.53,0.24,0.05
wohn,1.0,1.0,0.99,0.88
bishkred,0.67,0.6,0.33,0.02
beruf,0.71,0.7,0.38,0.04
pers,0.55,0.64,0.38,0.2
telef,0.95,0.96,0.91,0.64
gastarb,0.98,0.99,0.97,0.78
kredit,0.85,0.89,0.74,0.44
