value,frequency,column
4,0.40125,laufkont
1,0.275,laufkont
2,0.26625,laufkont
3,0.0575,laufkont
2,0.52375,moral
4,0.2975,moral
3,0.08375,moral
1,0.0575,moral
0,0.0375,moral
3,0.2825,verw
0,0.22125,verw
2,0.18375,verw
1,0.10875,verw
9,0.09875,verw
6,0.05,verw
5,0.02125,verw
10,0.01375,verw
4,0.01125,verw
8,0.00875,verw
1,0.615,sparkont
5,0.1875,sparkont
2,0.0925,sparkont
3,0.05625,sparkont
4,0.04875,sparkont
3,0.34625,beszeit
5,0.24125,beszeit
2,0.1725,beszeit
4,0.1725,beszeit
1,0.0675,beszeit
4,0.48625,rate
2,0.23125,rate
3,0.15625,rate
1,0.12625,rate
3,0.5625,famges
2,0.29625,famges
4,0.08875,famges
1,0.0525,famges
1,0.91375,buerge
3,0.05375,buerge
2,0.0325,buerge
4,0.405,wohnzeit
2,0.31375,wohnzeit
3,0.145,wohnzeit
1,0.13625,wohnzeit
3,0.3325,verm
1,0.28,verm
2,0.2375,verm
4,0.15,verm
3,0.81,weitkred
1,0.14,weitkred
2,0.05,weitkred
2,0.72375,wohn
1,0.17,wohn
3,0.10625,wohn
1,0.62625,bishkred
2,0.33625,bishkred
3,0.03125,bishkred
4,0.00625,bishkred
3,0.6375,beruf
2,0.1925,beruf
4,0.1525,beruf
1,0.0175,beruf
2,0.84125,pers
1,0.15875,pers
1,0.595,telef
2,0.405,telef
2,0.96625,gastarb
1,0.03375,gastarb
1,0.70125,kredit
0,0.29875,kredit
