Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.95,0.59
moral,0.8,0.76,0.44,0.08
verw,0.89,0.78,0.49,0.01
sparkont,0.95,0.94,0.78,0.34
beszeit,0.95,0.94,0.8,0.22
rate,0.92,0.92,0.75,0.32
famges,0.95,0.95,0.82,0.41
buerge,0.31,0.38,0.13,0.03
wohnzeit,0.94,0.93,0.79,0.36
verm,1.0,1.0,0.99,0.8
weitkred,0.5,0.56,0.25,0.07
wohn,0.94,0.95,0.85,0.45
bishkred,0.68,0.61,0.35,0.02
beruf,0.73,0.7,0.4,0.02
pers,0.61,0.69,0.43,0.23
telef,0.97,0.98,0.95,0.71
gastarb,0.86,0.9,0.75,0.45
kredit,0.84,0.88,0.72,0.43
