value,frequency,column
4,0.37625,laufkont
1,0.285,laufkont
2,0.2775,laufkont
3,0.06125,laufkont
2,0.5175,moral
4,0.30875,moral
3,0.08125,moral
1,0.05125,moral
0,0.04125,moral
3,0.2625,verw
0,0.245,verw
2,0.19,verw
9,0.10625,verw
1,0.095,verw
6,0.0525,verw
5,0.0175,verw
10,0.01375,verw
4,0.00875,verw
8,0.00875,verw
1,0.61625,sparkont
5,0.185,sparkont
2,0.09625,sparkont
3,0.0575,sparkont
4,0.045,sparkont
3,0.34125,beszeit
5,0.2725,beszeit
4,0.16125,beszeit
2,0.16125,beszeit
1,0.06375,beszeit
4,0.46625,rate
2,0.24125,rate
3,0.1525,rate
1,0.14,rate
3,0.55625,famges
2,0.30875,famges
4,0.08375,famges
1,0.05125,famges
1,0.905,buerge
3,0.05625,buerge
2,0.03875,buerge
4,0.42375,wohnzeit
2,0.31,wohnzeit
3,0.13875,wohnzeit
1,0.1275,wohnzeit
3,0.3325,verm
1,0.2775,verm
2,0.23375,verm
4,0.15625,verm
3,0.815,weitkred
1,0.1375,weitkred
2,0.0475,weitkred
2,0.7125,wohn
1,0.17875,wohn
3,0.10875,wohn
1,0.6275,bishkred
2,0.335,bishkred
3,0.0325,bishkred
4,0.005,bishkred
3,0.62125,beruf
2,0.20125,beruf
4,0.15625,beruf
1,0.02125,beruf
2,0.83125,pers
1,0.16875,pers
1,0.59125,telef
2,0.40875,telef
2,0.96,gastarb
1,0.04,gastarb
1,0.7,kredit
0,0.3,kredit
