Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.76,0.18
moral,0.81,0.77,0.45,0.08
verw,0.9,0.79,0.5,0.02
sparkont,0.76,0.76,0.39,0.09
beszeit,0.95,0.93,0.78,0.18
rate,0.91,0.91,0.73,0.3
famges,0.77,0.73,0.46,0.07
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.95,0.94,0.82,0.38
verm,0.99,0.98,0.94,0.54
weitkred,0.48,0.53,0.24,0.04
wohn,0.71,0.75,0.45,0.16
bishkred,0.67,0.6,0.33,0.03
beruf,0.73,0.71,0.4,0.03
pers,0.53,0.63,0.36,0.19
telef,0.97,0.98,0.94,0.71
gastarb,0.22,0.32,0.12,0.06
kredit,0.84,0.88,0.73,0.43
