Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.9,0.88,0.7,0.15
moral,0.81,0.77,0.47,0.07
verw,0.89,0.77,0.45,0.01
sparkont,0.74,0.73,0.36,0.08
beszeit,0.94,0.93,0.77,0.2
rate,0.87,0.87,0.62,0.22
famges,0.79,0.77,0.49,0.12
buerge,0.26,0.34,0.11,0.04
wohnzeit,0.91,0.91,0.72,0.3
verm,0.99,0.99,0.97,0.64
weitkred,0.51,0.56,0.26,0.05
wohn,0.73,0.77,0.48,0.19
bishkred,0.67,0.59,0.33,0.01
beruf,0.7,0.68,0.37,0.02
pers,0.48,0.58,0.32,0.16
telef,0.93,0.95,0.88,0.59
gastarb,0.24,0.35,0.14,0.07
kredit,0.84,0.88,0.73,0.43
